doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
bc/cctv/00/cctv_0005_9,26,65,65,1,40.864418029785156,22,53,54
bc/cctv/00/cctv_0005_9,72,198,199,1,38.37181091308594,22,53,54
bc/cctv/00/cctv_0005_9,72,198,199,2,5.426515579223633,26,65,65
bc/cctv/00/cctv_0005_9,89,246,247,1,39.181575775146484,72,198,199
bc/cctv/00/cctv_0005_9,89,246,247,2,33.559932708740234,22,53,54
bc/cctv/00/cctv_0005_9,89,246,247,3,1.0234603881835938,26,65,65
bc/cctv/00/cctv_0005_9,93,252,252,1,4.929681777954102,1,7,8
bc/cctv/00/cctv_0005_9,101,265,266,1,36.261512756347656,21,45,47
bc/cctv/00/cctv_0005_9,101,265,266,2,17.28335952758789,82,217,217
bc/cctv/00/cctv_0005_9,103,270,270,1,42.904945373535156,99,261,266
bc/cctv/00/cctv_0005_9,110,283,284,1,37.01650619506836,101,265,266
bc/cctv/00/cctv_0005_9,110,283,284,2,32.675865173339844,21,45,47
bc/cctv/00/cctv_0005_9,110,283,284,3,7.117707252502441,82,217,217
