doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
nw/xinhua/00/chtb_0009_0,0,35,38,-1,-1,-1,1
nw/xinhua/00/chtb_0009_0,1,62,81,-1,-1,-1,2
nw/xinhua/00/chtb_0009_0,2,83,88,0,35,38,1
nw/xinhua/00/chtb_0009_0,3,83,92,-1,-1,-1,3
nw/xinhua/00/chtb_0009_0,4,97,97,3,83,92,3
nw/xinhua/00/chtb_0009_0,5,152,155,2,83,88,1
nw/xinhua/00/chtb_0009_0,6,167,170,5,152,155,1
nw/xinhua/00/chtb_0009_0,7,193,208,-1,-1,-1,5
nw/xinhua/00/chtb_0009_0,8,194,196,6,167,170,1
nw/xinhua/00/chtb_0009_0,9,200,208,-1,-1,-1,4
nw/xinhua/00/chtb_0009_0,10,229,229,-1,-1,-1,6
nw/xinhua/00/chtb_0009_0,11,231,231,10,229,229,6
nw/xinhua/00/chtb_0009_0,12,246,247,-1,-1,-1,7
nw/xinhua/00/chtb_0009_0,13,250,250,12,246,247,7
nw/xinhua/00/chtb_0009_0,14,357,365,1,62,81,2
nw/xinhua/00/chtb_0009_0,15,371,376,9,200,208,4
nw/xinhua/00/chtb_0009_0,16,380,389,-1,-1,-1,8
nw/xinhua/00/chtb_0009_0,17,386,389,8,194,196,1
nw/xinhua/00/chtb_0009_0,18,418,423,17,386,389,1
nw/xinhua/00/chtb_0009_0,19,418,427,16,380,389,8
nw/xinhua/00/chtb_0009_0,20,468,473,15,371,376,4
nw/xinhua/00/chtb_0009_0,21,468,478,7,193,208,5
nw/xinhua/00/chtb_0009_0,22,475,478,18,418,423,1
nw/xinhua/00/chtb_0009_0,23,507,507,21,468,478,5
nw/xinhua/00/chtb_0009_0,24,545,547,22,475,478,1
nw/xinhua/00/chtb_0009_0,25,551,556,20,468,473,4
nw/xinhua/00/chtb_0009_0,26,591,594,24,545,547,1
nw/xinhua/00/chtb_0009_0,27,596,604,14,357,365,2
nw/xinhua/00/chtb_0009_0,28,608,611,26,591,594,1
nw/xinhua/00/chtb_0009_0,29,620,628,27,596,604,2
nw/xinhua/00/chtb_0009_0,30,630,630,28,608,611,1
nw/xinhua/00/chtb_0009_0,31,684,684,30,630,630,1
nw/xinhua/00/chtb_0009_0,32,687,687,31,684,684,1
nw/xinhua/00/chtb_0009_0,33,721,722,32,687,687,1
nw/xinhua/00/chtb_0009_0,34,762,767,33,721,722,1
