doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
bc/cnn/00/cnn_0008_13,8,20,21,1,24.330821990966797,4,8,10
bc/cnn/00/cnn_0008_13,23,41,41,1,24.88104248046875,8,20,21
bc/cnn/00/cnn_0008_13,23,41,41,2,10.201581954956055,4,8,10
bc/cnn/00/cnn_0008_13,25,45,45,1,23.157304763793945,5,13,13
bc/cnn/00/cnn_0008_13,26,53,53,1,15.324392318725586,0,2,2
bc/cnn/00/cnn_0008_13,29,58,58,1,12.291289329528809,26,53,53
bc/cnn/00/cnn_0008_13,29,58,58,2,12.25727367401123,0,2,2
bc/cnn/00/cnn_0008_13,30,65,65,1,23.646635055541992,29,58,58
bc/cnn/00/cnn_0008_13,30,65,65,2,10.678085327148438,26,53,53
bc/cnn/00/cnn_0008_13,30,65,65,3,9.46381950378418,0,2,2
bc/cnn/00/cnn_0008_13,32,71,71,1,32.30018615722656,30,65,65
bc/cnn/00/cnn_0008_13,32,71,71,2,32.281490325927734,29,58,58
bc/cnn/00/cnn_0008_13,32,71,71,3,10.482440948486328,26,53,53
bc/cnn/00/cnn_0008_13,32,71,71,4,8.262561798095703,0,2,2
bc/cnn/00/cnn_0008_13,34,75,75,1,22.543933868408203,30,65,65
bc/cnn/00/cnn_0008_13,34,75,75,2,21.630613327026367,32,71,71
bc/cnn/00/cnn_0008_13,34,75,75,3,21.239543914794922,29,58,58
bc/cnn/00/cnn_0008_13,34,75,75,4,4.670299053192139,26,53,53
bc/cnn/00/cnn_0008_13,34,75,75,5,2.3975019454956055,0,2,2
bc/cnn/00/cnn_0008_13,36,77,77,1,26.763648986816406,32,71,71
bc/cnn/00/cnn_0008_13,36,77,77,2,25.733211517333984,34,75,75
bc/cnn/00/cnn_0008_13,36,77,77,3,25.439273834228516,30,65,65
bc/cnn/00/cnn_0008_13,36,77,77,4,22.33116912841797,29,58,58
bc/cnn/00/cnn_0008_13,36,77,77,5,4.64788818359375,26,53,53
bc/cnn/00/cnn_0008_13,37,77,78,1,7.447882652282715,8,20,21
bc/cnn/00/cnn_0008_13,37,77,78,2,6.799361228942871,23,41,41
bc/cnn/00/cnn_0008_13,37,77,78,3,6.349669456481934,4,8,10
bc/cnn/00/cnn_0008_13,55,114,114,1,28.071752548217773,32,71,71
bc/cnn/00/cnn_0008_13,55,114,114,2,27.816509246826172,30,65,65
bc/cnn/00/cnn_0008_13,55,114,114,3,26.557790756225586,29,58,58
bc/cnn/00/cnn_0008_13,55,114,114,4,23.613126754760742,36,77,77
bc/cnn/00/cnn_0008_13,55,114,114,5,23.10416603088379,34,75,75
bc/cnn/00/cnn_0008_13,59,129,131,1,23.03276252746582,8,20,21
bc/cnn/00/cnn_0008_13,59,129,131,2,19.425024032592773,4,8,10
bc/cnn/00/cnn_0008_13,59,129,131,3,18.179439544677734,23,41,41
bc/cnn/00/cnn_0008_13,59,129,131,4,8.368803977966309,37,77,78
bc/cnn/00/cnn_0008_13,61,134,134,1,19.76968002319336,55,114,114
bc/cnn/00/cnn_0008_13,61,134,134,2,19.73438835144043,32,71,71
bc/cnn/00/cnn_0008_13,61,134,134,3,19.621841430664062,29,58,58
bc/cnn/00/cnn_0008_13,61,134,134,4,19.1192626953125,30,65,65
bc/cnn/00/cnn_0008_13,61,134,134,5,14.199125289916992,36,77,77
bc/cnn/00/cnn_0008_13,68,157,160,1,6.45017147064209,8,20,21
bc/cnn/00/cnn_0008_13,68,157,160,2,6.105644226074219,4,8,10
bc/cnn/00/cnn_0008_13,68,157,160,3,3.063412666320801,37,77,78
bc/cnn/00/cnn_0008_13,68,157,160,4,0.6021099090576172,59,129,131
bc/cnn/00/cnn_0008_13,68,157,160,5,0.34114933013916016,23,41,41
bc/cnn/00/cnn_0008_13,69,164,164,1,30.410791397094727,61,134,134
bc/cnn/00/cnn_0008_13,69,164,164,2,24.39897346496582,29,58,58
bc/cnn/00/cnn_0008_13,69,164,164,3,22.425289154052734,30,65,65
bc/cnn/00/cnn_0008_13,69,164,164,4,21.894289016723633,32,71,71
bc/cnn/00/cnn_0008_13,69,164,164,5,20.696046829223633,55,114,114
bc/cnn/00/cnn_0008_13,74,170,170,1,28.975202560424805,69,164,164
bc/cnn/00/cnn_0008_13,74,170,170,2,27.51006317138672,61,134,134
bc/cnn/00/cnn_0008_13,74,170,170,3,18.23819923400879,29,58,58
bc/cnn/00/cnn_0008_13,74,170,170,4,17.489418029785156,32,71,71
bc/cnn/00/cnn_0008_13,74,170,170,5,16.542186737060547,30,65,65
bc/cnn/00/cnn_0008_13,84,187,187,1,33.14828109741211,79,172,183
bc/cnn/00/cnn_0008_13,92,190,190,1,1.3209104537963867,85,188,189
bc/cnn/00/cnn_0008_13,94,193,193,1,23.498214721679688,84,187,187
bc/cnn/00/cnn_0008_13,94,193,193,2,21.31477165222168,79,172,183
bc/cnn/00/cnn_0008_13,97,201,201,1,28.807207107543945,69,164,164
bc/cnn/00/cnn_0008_13,97,201,201,2,26.809432983398438,61,134,134
bc/cnn/00/cnn_0008_13,97,201,201,3,24.066930770874023,29,58,58
bc/cnn/00/cnn_0008_13,97,201,201,4,23.824548721313477,74,170,170
bc/cnn/00/cnn_0008_13,97,201,201,5,21.107524871826172,30,65,65
bc/cnn/00/cnn_0008_13,98,207,207,1,28.643726348876953,69,164,164
bc/cnn/00/cnn_0008_13,98,207,207,2,26.761768341064453,61,134,134
bc/cnn/00/cnn_0008_13,98,207,207,3,25.090892791748047,97,201,201
bc/cnn/00/cnn_0008_13,98,207,207,4,24.91371726989746,74,170,170
bc/cnn/00/cnn_0008_13,98,207,207,5,23.15808868408203,29,58,58
bc/cnn/00/cnn_0008_13,101,213,213,1,24.441598892211914,98,207,207
bc/cnn/00/cnn_0008_13,101,213,213,2,23.909587860107422,69,164,164
bc/cnn/00/cnn_0008_13,101,213,213,3,20.65587043762207,61,134,134
bc/cnn/00/cnn_0008_13,101,213,213,4,20.431730270385742,97,201,201
bc/cnn/00/cnn_0008_13,101,213,213,5,20.169357299804688,74,170,170
bc/cnn/00/cnn_0008_13,102,215,218,1,31.283477783203125,8,20,21
bc/cnn/00/cnn_0008_13,102,215,218,2,28.78070640563965,59,129,131
bc/cnn/00/cnn_0008_13,102,215,218,3,25.0119686126709,4,8,10
bc/cnn/00/cnn_0008_13,102,215,218,4,24.209197998046875,23,41,41
bc/cnn/00/cnn_0008_13,102,215,218,5,20.3066463470459,37,77,78
bc/cnn/00/cnn_0008_13,107,232,232,1,29.851364135742188,101,213,213
bc/cnn/00/cnn_0008_13,107,232,232,2,28.55640983581543,69,164,164
bc/cnn/00/cnn_0008_13,107,232,232,3,26.655162811279297,61,134,134
bc/cnn/00/cnn_0008_13,107,232,232,4,25.892309188842773,98,207,207
bc/cnn/00/cnn_0008_13,107,232,232,5,24.362812042236328,74,170,170
bc/cnn/00/cnn_0008_13,110,244,245,1,10.720010757446289,79,172,183
bc/cnn/00/cnn_0008_13,110,244,245,2,7.565463066101074,84,187,187
bc/cnn/00/cnn_0008_13,111,248,248,1,4.343545436859131,108,234,234
bc/cnn/00/cnn_0008_13,114,254,254,1,29.566173553466797,110,244,245
bc/cnn/00/cnn_0008_13,114,254,254,2,9.474846839904785,79,172,183
bc/cnn/00/cnn_0008_13,114,254,254,3,8.259644508361816,84,187,187
bc/cnn/00/cnn_0008_13,125,282,282,1,18.655189514160156,124,279,279
bc/cnn/00/cnn_0008_13,127,286,286,1,5.608579158782959,0,2,2
bc/cnn/00/cnn_0008_13,127,286,286,2,5.3403425216674805,97,201,201
bc/cnn/00/cnn_0008_13,127,286,286,3,5.287378787994385,61,134,134
bc/cnn/00/cnn_0008_13,127,286,286,4,5.109025478363037,26,53,53
bc/cnn/00/cnn_0008_13,127,286,286,5,4.918922424316406,29,58,58
bc/cnn/00/cnn_0008_13,128,290,292,1,26.120296478271484,102,215,218
bc/cnn/00/cnn_0008_13,128,290,292,2,19.93434715270996,59,129,131
bc/cnn/00/cnn_0008_13,128,290,292,3,19.732105255126953,8,20,21
bc/cnn/00/cnn_0008_13,128,290,292,4,19.643604278564453,23,41,41
bc/cnn/00/cnn_0008_13,128,290,292,5,19.021970748901367,4,8,10
bc/cnn/00/cnn_0008_13,151,327,327,1,9.997962951660156,127,286,286
bc/cnn/00/cnn_0008_13,151,327,327,2,8.654094696044922,26,53,53
bc/cnn/00/cnn_0008_13,151,327,327,3,8.633796691894531,0,2,2
bc/cnn/00/cnn_0008_13,151,327,327,4,7.085241794586182,29,58,58
bc/cnn/00/cnn_0008_13,151,327,327,5,6.645714282989502,97,201,201
bc/cnn/00/cnn_0008_13,152,332,332,1,19.133731842041016,135,302,302
bc/cnn/00/cnn_0008_13,153,334,334,1,21.168861389160156,69,164,164
bc/cnn/00/cnn_0008_13,153,334,334,2,21.06515884399414,61,134,134
bc/cnn/00/cnn_0008_13,153,334,334,3,20.65741539001465,29,58,58
bc/cnn/00/cnn_0008_13,153,334,334,4,18.533451080322266,97,201,201
bc/cnn/00/cnn_0008_13,153,334,334,5,16.818073272705078,107,232,232
bc/cnn/00/cnn_0008_13,157,342,342,1,37.88870620727539,153,334,334
bc/cnn/00/cnn_0008_13,157,342,342,2,28.25389289855957,29,58,58
bc/cnn/00/cnn_0008_13,157,342,342,3,27.974079132080078,69,164,164
bc/cnn/00/cnn_0008_13,157,342,342,4,27.111434936523438,97,201,201
bc/cnn/00/cnn_0008_13,157,342,342,5,27.07839584350586,61,134,134
bc/cnn/00/cnn_0008_13,164,357,357,1,24.159788131713867,157,342,342
bc/cnn/00/cnn_0008_13,164,357,357,2,21.663692474365234,153,334,334
bc/cnn/00/cnn_0008_13,164,357,357,3,19.546974182128906,61,134,134
bc/cnn/00/cnn_0008_13,164,357,357,4,18.515302658081055,69,164,164
bc/cnn/00/cnn_0008_13,164,357,357,5,18.103525161743164,29,58,58
bc/cnn/00/cnn_0008_13,165,359,359,1,23.2862548828125,164,357,357
bc/cnn/00/cnn_0008_13,165,359,359,2,22.91207504272461,157,342,342
