doc_key, span_idx, span_start, span_end, antecedent_rank, antecedent_score, antecedent_idx, antecedent_start, antecedent_end
nw/wsj/23/wsj_2373_0, 13, 44, 44, 1, 26.473796844482422, 8, 33, 33
nw/wsj/23/wsj_2373_0, 23, 68, 68, 1, 36.329673767089844, 13, 44, 44
nw/wsj/23/wsj_2373_0, 23, 68, 68, 2, 33.90482711791992, 8, 33, 33
nw/wsj/23/wsj_2373_0, 29, 74, 74, 1, 38.3197021484375, 23, 68, 68
nw/wsj/23/wsj_2373_0, 29, 74, 74, 2, 32.803836822509766, 13, 44, 44
nw/wsj/23/wsj_2373_0, 29, 74, 74, 3, 29.745914459228516, 8, 33, 33
nw/wsj/23/wsj_2373_0, 32, 79, 79, 1, 34.77006149291992, 29, 74, 74
nw/wsj/23/wsj_2373_0, 32, 79, 79, 2, 34.527320861816406, 23, 68, 68
nw/wsj/23/wsj_2373_0, 32, 79, 79, 3, 30.265796661376953, 13, 44, 44
nw/wsj/23/wsj_2373_0, 32, 79, 79, 4, 27.038246154785156, 8, 33, 33
nw/wsj/23/wsj_2373_0, 51, 138, 138, 1, 17.765926361083984, 32, 79, 79
nw/wsj/23/wsj_2373_0, 51, 138, 138, 2, 15.890213012695312, 23, 68, 68
nw/wsj/23/wsj_2373_0, 51, 138, 138, 3, 15.597484588623047, 29, 74, 74
nw/wsj/23/wsj_2373_0, 51, 138, 138, 4, 14.422842025756836, 13, 44, 44
nw/wsj/23/wsj_2373_0, 51, 138, 138, 5, 13.452670097351074, 8, 33, 33
nw/wsj/23/wsj_2373_0, 52, 142, 142, 1, 37.535457611083984, 51, 138, 138
nw/wsj/23/wsj_2373_0, 52, 142, 142, 2, 28.71146011352539, 32, 79, 79
nw/wsj/23/wsj_2373_0, 52, 142, 142, 3, 27.928829193115234, 29, 74, 74
nw/wsj/23/wsj_2373_0, 52, 142, 142, 4, 26.476215362548828, 23, 68, 68
nw/wsj/23/wsj_2373_0, 52, 142, 142, 5, 20.442903518676758, 13, 44, 44
nw/wsj/23/wsj_2373_0, 53, 145, 146, 1, 41.515628814697266, 1, 4, 15
nw/wsj/23/wsj_2373_0, 53, 145, 146, 2, 2.416484832763672, 0, 4, 4
nw/wsj/23/wsj_2373_0, 60, 158, 158, 1, 9.62925910949707, 0, 4, 4
nw/wsj/23/wsj_2373_0, 75, 199, 199, 1, 21.526208877563477, 0, 4, 4
nw/wsj/23/wsj_2373_0, 75, 199, 199, 2, 7.558596134185791, 60, 158, 158
nw/wsj/23/wsj_2373_0, 93, 239, 239, 1, 21.047466278076172, 52, 142, 142
nw/wsj/23/wsj_2373_0, 93, 239, 239, 2, 19.3651180267334, 51, 138, 138
nw/wsj/23/wsj_2373_0, 93, 239, 239, 3, 11.085636138916016, 23, 68, 68
nw/wsj/23/wsj_2373_0, 93, 239, 239, 4, 9.939481735229492, 32, 79, 79
nw/wsj/23/wsj_2373_0, 93, 239, 239, 5, 7.727883815765381, 29, 74, 74
nw/wsj/23/wsj_2373_0, 96, 249, 249, 1, 12.913081169128418, 0, 4, 4
nw/wsj/23/wsj_2373_0, 96, 249, 249, 2, 4.640127182006836, 75, 199, 199
nw/wsj/23/wsj_2373_0, 96, 249, 249, 3, 1.8944027423858643, 60, 158, 158
nw/wsj/23/wsj_2373_0, 102, 257, 259, 1, 0.5725879669189453, 93, 239, 239
