doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
nw/xinhua/00/chtb_0039_0,0,7,9,-1,-1,-1,1
nw/xinhua/00/chtb_0039_0,1,16,27,-1,-1,-1,2
nw/xinhua/00/chtb_0039_0,2,32,36,-1,-1,-1,3
nw/xinhua/00/chtb_0039_0,3,39,47,-1,-1,-1,4
nw/xinhua/00/chtb_0039_0,4,49,79,-1,-1,-1,9
nw/xinhua/00/chtb_0039_0,5,56,56,0,7,9,1
nw/xinhua/00/chtb_0039_0,6,59,59,-1,-1,-1,5
nw/xinhua/00/chtb_0039_0,7,59,63,-1,-1,-1,6
nw/xinhua/00/chtb_0039_0,8,61,63,-1,-1,-1,7
nw/xinhua/00/chtb_0039_0,9,66,66,7,59,63,6
nw/xinhua/00/chtb_0039_0,10,72,72,-1,-1,-1,8
nw/xinhua/00/chtb_0039_0,11,81,90,3,39,47,4
nw/xinhua/00/chtb_0039_0,12,82,84,2,32,36,3
nw/xinhua/00/chtb_0039_0,13,88,90,4,49,79,9
nw/xinhua/00/chtb_0039_0,14,98,98,5,56,56,1
nw/xinhua/00/chtb_0039_0,15,130,137,-1,-1,-1,10
nw/xinhua/00/chtb_0039_0,16,141,141,11,81,90,4
nw/xinhua/00/chtb_0039_0,17,153,153,6,59,59,5
nw/xinhua/00/chtb_0039_0,18,164,164,16,141,141,4
nw/xinhua/00/chtb_0039_0,19,173,173,10,72,72,8
nw/xinhua/00/chtb_0039_0,20,181,181,19,173,173,8
nw/xinhua/00/chtb_0039_0,21,201,203,8,61,63,7
nw/xinhua/00/chtb_0039_0,22,201,205,9,66,66,6
nw/xinhua/00/chtb_0039_0,23,205,205,17,153,153,5
nw/xinhua/00/chtb_0039_0,24,207,219,-1,-1,-1,12
nw/xinhua/00/chtb_0039_0,25,210,212,20,181,181,8
nw/xinhua/00/chtb_0039_0,26,210,219,-1,-1,-1,11
nw/xinhua/00/chtb_0039_0,27,226,226,14,98,98,1
nw/xinhua/00/chtb_0039_0,28,246,247,24,207,219,12
nw/xinhua/00/chtb_0039_0,29,260,265,13,88,90,9
nw/xinhua/00/chtb_0039_0,30,265,265,22,201,205,6
nw/xinhua/00/chtb_0039_0,31,273,309,-1,-1,-1,13
nw/xinhua/00/chtb_0039_0,32,289,293,12,82,84,3
nw/xinhua/00/chtb_0039_0,33,295,302,15,130,137,10
nw/xinhua/00/chtb_0039_0,34,307,309,18,164,164,4
nw/xinhua/00/chtb_0039_0,35,313,314,1,16,27,2
nw/xinhua/00/chtb_0039_0,36,324,326,29,260,265,9
nw/xinhua/00/chtb_0039_0,37,328,328,31,273,309,13
nw/xinhua/00/chtb_0039_0,38,333,343,-1,-1,-1,14
nw/xinhua/00/chtb_0039_0,39,342,343,33,295,302,10
nw/xinhua/00/chtb_0039_0,40,347,347,38,333,343,14
nw/xinhua/00/chtb_0039_0,41,354,356,25,210,212,8
nw/xinhua/00/chtb_0039_0,42,354,363,26,210,219,11
nw/xinhua/00/chtb_0039_0,43,372,376,32,289,293,3
nw/xinhua/00/chtb_0039_0,44,385,387,21,201,203,7
nw/xinhua/00/chtb_0039_0,45,390,390,-1,-1,-1,15
nw/xinhua/00/chtb_0039_0,46,392,392,44,385,387,7
nw/xinhua/00/chtb_0039_0,47,396,398,41,354,356,8
nw/xinhua/00/chtb_0039_0,48,396,405,42,354,363,11
nw/xinhua/00/chtb_0039_0,49,409,409,45,390,390,15
nw/xinhua/00/chtb_0039_0,50,414,417,36,324,326,9
nw/xinhua/00/chtb_0039_0,51,422,422,23,205,205,5
