doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
nw/wsj/23/wsj_2366_0,24,31,33,1,26.533567428588867,16,22,26
nw/wsj/23/wsj_2366_0,40,72,72,1,27.64422607421875,34,66,66
nw/wsj/23/wsj_2366_0,50,92,94,1,14.996272087097168,29,43,44
nw/wsj/23/wsj_2366_0,54,107,118,1,6.965607643127441,40,72,72
nw/wsj/23/wsj_2366_0,54,107,118,2,4.029144287109375,34,66,66
nw/wsj/23/wsj_2366_0,56,121,121,1,22.366785049438477,47,88,88
nw/wsj/23/wsj_2366_0,58,123,123,1,27.42705726623535,49,90,90
nw/wsj/23/wsj_2366_0,77,180,180,1,40.032447814941406,74,175,176
nw/wsj/23/wsj_2366_0,83,196,196,1,21.173595428466797,66,159,159
nw/wsj/23/wsj_2366_0,99,227,227,1,48.72819137573242,91,215,217
nw/wsj/23/wsj_2366_0,99,227,227,2,2.258058547973633,90,215,215
nw/wsj/23/wsj_2366_0,109,246,246,1,47.14980697631836,104,237,243
nw/wsj/23/wsj_2366_0,109,246,246,2,12.857951164245605,106,240,243
nw/wsj/23/wsj_2366_0,109,246,246,3,3.434173583984375,105,237,250
nw/wsj/23/wsj_2366_0,113,257,259,1,20.68802833557129,31,51,53
nw/wsj/23/wsj_2366_0,126,285,288,1,31.063806533813477,106,240,243
nw/wsj/23/wsj_2366_0,131,293,293,1,6.186501502990723,74,175,176
nw/wsj/23/wsj_2366_0,147,334,334,1,11.384115219116211,142,329,331
nw/wsj/23/wsj_2366_0,166,368,369,1,8.66356086730957,50,92,94
nw/wsj/23/wsj_2366_0,166,368,369,2,7.6156206130981445,29,43,44
nw/wsj/23/wsj_2366_0,176,396,396,1,25.85294532775879,49,90,90
nw/wsj/23/wsj_2366_0,176,396,396,2,21.617935180664062,58,123,123
nw/wsj/23/wsj_2366_0,180,405,405,1,4.105802536010742,173,391,391
nw/wsj/23/wsj_2366_0,181,411,411,1,25.483505249023438,171,385,389
nw/wsj/23/wsj_2366_0,181,411,411,2,12.07068157196045,168,382,389
nw/wsj/23/wsj_2366_0,183,422,423,1,18.627580642700195,168,382,389
nw/wsj/23/wsj_2366_0,186,431,431,1,22.230186462402344,179,403,403
nw/wsj/23/wsj_2366_0,194,459,459,1,44.62052536010742,176,396,396
nw/wsj/23/wsj_2366_0,194,459,459,2,25.659629821777344,49,90,90
nw/wsj/23/wsj_2366_0,194,459,459,3,23.322891235351562,58,123,123
nw/wsj/23/wsj_2366_0,202,482,482,1,27.73168182373047,186,431,431
nw/wsj/23/wsj_2366_0,202,482,482,2,24.701160430908203,179,403,403
nw/wsj/23/wsj_2366_0,218,518,518,1,46.00288391113281,176,396,396
nw/wsj/23/wsj_2366_0,218,518,518,2,36.268714904785156,194,459,459
nw/wsj/23/wsj_2366_0,218,518,518,3,33.661949157714844,49,90,90
nw/wsj/23/wsj_2366_0,218,518,518,4,31.628196716308594,58,123,123
nw/wsj/23/wsj_2366_0,220,523,523,1,20.934228897094727,186,431,431
nw/wsj/23/wsj_2366_0,220,523,523,2,18.75310516357422,202,482,482
nw/wsj/23/wsj_2366_0,220,523,523,3,18.54360580444336,179,403,403
nw/wsj/23/wsj_2366_0,223,530,532,1,25.7097225189209,221,526,526
nw/wsj/23/wsj_2366_0,232,559,559,1,47.61870193481445,176,396,396
nw/wsj/23/wsj_2366_0,232,559,559,2,37.19393539428711,218,518,518
nw/wsj/23/wsj_2366_0,232,559,559,3,36.49899673461914,194,459,459
nw/wsj/23/wsj_2366_0,232,559,559,4,35.06201934814453,58,123,123
nw/wsj/23/wsj_2366_0,232,559,559,5,34.13883972167969,49,90,90
nw/wsj/23/wsj_2366_0,234,566,566,1,28.271902084350586,186,431,431
nw/wsj/23/wsj_2366_0,234,566,566,2,25.917322158813477,202,482,482
nw/wsj/23/wsj_2366_0,234,566,566,3,24.608280181884766,179,403,403
nw/wsj/23/wsj_2366_0,234,566,566,4,22.576963424682617,220,523,523
nw/wsj/23/wsj_2366_0,249,595,595,1,41.952125549316406,243,587,588
nw/wsj/23/wsj_2366_0,249,595,595,2,6.694679260253906,181,411,411
nw/wsj/23/wsj_2366_0,265,633,633,1,48.11274719238281,260,623,623
nw/wsj/23/wsj_2366_0,265,633,633,2,23.378747940063477,258,622,623
nw/wsj/23/wsj_2366_0,265,633,633,3,5.194911956787109,256,605,605
nw/wsj/23/wsj_2366_0,277,661,661,1,42.78056335449219,273,654,659
nw/wsj/23/wsj_2366_0,280,670,670,1,46.110408782958984,273,654,659
nw/wsj/23/wsj_2366_0,280,670,670,2,35.49045181274414,277,661,661
nw/wsj/23/wsj_2366_0,285,678,678,1,58.021080017089844,282,674,676
nw/wsj/23/wsj_2366_0,285,678,678,2,27.503747940063477,273,654,659
nw/wsj/23/wsj_2366_0,285,678,678,3,7.117697715759277,277,661,661
nw/wsj/23/wsj_2366_0,290,688,688,1,39.22481155395508,282,674,676
nw/wsj/23/wsj_2366_0,290,688,688,2,24.60188865661621,273,654,659
nw/wsj/23/wsj_2366_0,290,688,688,3,22.459484100341797,285,678,678
nw/wsj/23/wsj_2366_0,290,688,688,4,16.297304153442383,280,670,670
nw/wsj/23/wsj_2366_0,290,688,688,5,14.652867317199707,277,661,661
nw/wsj/23/wsj_2366_0,300,705,706,1,21.680898666381836,298,699,699
nw/wsj/23/wsj_2366_0,300,705,706,2,4.194879531860352,275,658,659
nw/wsj/23/wsj_2366_0,303,716,717,1,19.64203453063965,266,637,651
