doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
wb/c2e/00/c2e_0019_1,27,46,46,1,30.232114791870117,23,41,41
wb/c2e/00/c2e_0019_1,67,120,120,1,32.2379264831543,60,106,113
wb/c2e/00/c2e_0019_1,105,204,212,1,14.406787872314453,60,106,113
wb/c2e/00/c2e_0019_1,105,204,212,2,9.382389068603516,67,120,120
wb/c2e/00/c2e_0019_1,111,228,228,1,31.928600311279297,105,204,212
wb/c2e/00/c2e_0019_1,111,228,228,2,21.447315216064453,60,106,113
wb/c2e/00/c2e_0019_1,111,228,228,3,15.93698787689209,67,120,120
wb/c2e/00/c2e_0019_1,127,287,287,1,15.68582820892334,125,280,281
wb/c2e/00/c2e_0019_1,143,321,321,1,22.579505920410156,129,290,296
wb/c2e/00/c2e_0019_1,143,321,321,2,4.3702239990234375,131,301,305
wb/c2e/00/c2e_0019_1,143,321,321,3,3.4254932403564453,140,314,321
wb/c2e/00/c2e_0019_1,143,321,321,4,2.7387523651123047,135,307,312
wb/c2e/00/c2e_0019_1,159,349,349,1,33.35356903076172,23,41,41
wb/c2e/00/c2e_0019_1,159,349,349,2,31.124095916748047,27,46,46
wb/c2e/00/c2e_0019_1,160,349,351,1,1.9972128868103027,24,41,43
wb/c2e/00/c2e_0019_1,173,396,397,1,6.024363994598389,78,146,147
wb/c2e/00/c2e_0019_1,204,491,491,1,29.074195861816406,198,448,448
wb/c2e/00/c2e_0019_1,210,517,517,1,43.06245422363281,204,491,491
wb/c2e/00/c2e_0019_1,210,517,517,2,33.70287322998047,198,448,448
wb/c2e/00/c2e_0019_1,210,517,517,3,1.0840816497802734,196,447,448
wb/c2e/00/c2e_0019_1,215,532,532,1,52.261253356933594,213,521,528
wb/c2e/00/c2e_0019_1,221,545,545,1,6.5092620849609375,211,517,519
wb/c2e/00/c2e_0019_1,221,545,545,2,5.953972816467285,219,542,542
wb/c2e/00/c2e_0019_1,223,558,558,1,5.149425506591797,221,545,545
