doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
wb/eng/00/eng_0009_3,0,45,47,-1,-1,-1,1
wb/eng/00/eng_0009_3,1,49,49,-1,-1,-1,2
wb/eng/00/eng_0009_3,2,56,57,0,45,47,1
wb/eng/00/eng_0009_3,3,65,69,2,56,57,1
wb/eng/00/eng_0009_3,4,79,79,1,49,49,2
wb/eng/00/eng_0009_3,5,84,87,-1,-1,-1,3
wb/eng/00/eng_0009_3,6,97,97,4,79,79,2
wb/eng/00/eng_0009_3,7,121,124,-1,-1,-1,4
wb/eng/00/eng_0009_3,8,127,127,7,121,124,4
wb/eng/00/eng_0009_3,9,136,136,8,127,127,4
wb/eng/00/eng_0009_3,10,139,142,-1,-1,-1,5
wb/eng/00/eng_0009_3,11,153,153,6,97,97,2
wb/eng/00/eng_0009_3,12,158,161,10,139,142,5
wb/eng/00/eng_0009_3,13,184,184,11,153,153,2
wb/eng/00/eng_0009_3,14,204,204,13,184,184,2
wb/eng/00/eng_0009_3,15,207,207,12,158,161,5
wb/eng/00/eng_0009_3,16,211,211,14,204,204,2
wb/eng/00/eng_0009_3,17,219,219,15,207,207,5
wb/eng/00/eng_0009_3,18,223,223,17,219,219,5
wb/eng/00/eng_0009_3,19,257,257,16,211,211,2
wb/eng/00/eng_0009_3,20,261,262,5,84,87,3
wb/eng/00/eng_0009_3,21,277,282,-1,-1,-1,6
wb/eng/00/eng_0009_3,22,314,316,21,277,282,6
wb/eng/00/eng_0009_3,23,340,340,22,314,316,6
wb/eng/00/eng_0009_3,24,345,345,-1,-1,-1,7
wb/eng/00/eng_0009_3,25,353,353,24,345,345,7
wb/eng/00/eng_0009_3,26,373,373,-1,-1,-1,8
wb/eng/00/eng_0009_3,27,401,401,26,373,373,8
wb/eng/00/eng_0009_3,28,414,417,-1,-1,-1,9
wb/eng/00/eng_0009_3,29,419,419,-1,-1,-1,10
wb/eng/00/eng_0009_3,30,421,421,28,414,417,9
wb/eng/00/eng_0009_3,31,425,425,30,421,421,9
wb/eng/00/eng_0009_3,32,441,441,29,419,419,10
wb/eng/00/eng_0009_3,33,477,477,32,441,441,10
wb/eng/00/eng_0009_3,34,483,492,-1,-1,-1,11
wb/eng/00/eng_0009_3,35,492,492,33,477,477,10
wb/eng/00/eng_0009_3,36,493,493,34,483,492,11
wb/eng/00/eng_0009_3,37,522,522,35,492,492,10
wb/eng/00/eng_0009_3,38,551,551,37,522,522,10
wb/eng/00/eng_0009_3,39,553,553,38,551,551,10
wb/eng/00/eng_0009_3,40,564,564,39,553,553,10
wb/eng/00/eng_0009_3,41,568,568,-1,-1,-1,12
wb/eng/00/eng_0009_3,42,578,578,41,568,568,12
wb/eng/00/eng_0009_3,43,596,596,-1,-1,-1,13
wb/eng/00/eng_0009_3,44,600,600,43,596,596,13
wb/eng/00/eng_0009_3,45,606,606,-1,-1,-1,14
wb/eng/00/eng_0009_3,46,612,612,45,606,606,14
wb/eng/00/eng_0009_3,47,623,624,-1,-1,-1,15
wb/eng/00/eng_0009_3,48,649,649,-1,-1,-1,16
wb/eng/00/eng_0009_3,49,660,660,48,649,649,16
wb/eng/00/eng_0009_3,50,672,672,44,600,600,13
wb/eng/00/eng_0009_3,51,686,691,49,660,660,16
wb/eng/00/eng_0009_3,52,713,713,51,686,691,16
wb/eng/00/eng_0009_3,53,732,732,50,672,672,13
wb/eng/00/eng_0009_3,54,752,755,-1,-1,-1,17
wb/eng/00/eng_0009_3,55,765,765,54,752,755,17
wb/eng/00/eng_0009_3,56,773,773,-1,-1,-1,18
wb/eng/00/eng_0009_3,57,778,778,56,773,773,18
wb/eng/00/eng_0009_3,58,787,789,-1,-1,-1,19
wb/eng/00/eng_0009_3,59,797,798,58,787,789,19
wb/eng/00/eng_0009_3,60,867,868,52,713,713,16
wb/eng/00/eng_0009_3,61,890,890,-1,-1,-1,20
wb/eng/00/eng_0009_3,62,895,895,61,890,890,20
wb/eng/00/eng_0009_3,63,916,916,62,895,895,20
wb/eng/00/eng_0009_3,64,937,937,63,916,916,20
wb/eng/00/eng_0009_3,65,960,960,64,937,937,20
wb/eng/00/eng_0009_3,66,972,972,60,867,868,16
wb/eng/00/eng_0009_3,67,974,974,-1,-1,-1,21
wb/eng/00/eng_0009_3,68,983,983,66,972,972,16
wb/eng/00/eng_0009_3,69,985,985,68,983,983,16
wb/eng/00/eng_0009_3,70,985,986,47,623,624,15
wb/eng/00/eng_0009_3,71,998,998,69,985,985,16
wb/eng/00/eng_0009_3,72,998,1009,-1,-1,-1,22
wb/eng/00/eng_0009_3,73,1024,1024,72,998,1009,22
wb/eng/00/eng_0009_3,74,1029,1029,67,974,974,21
wb/eng/00/eng_0009_3,75,1031,1031,73,1024,1024,22
wb/eng/00/eng_0009_3,76,1097,1097,71,998,998,16
wb/eng/00/eng_0009_3,77,1110,1110,76,1097,1097,16
wb/eng/00/eng_0009_3,78,1127,1127,77,1110,1110,16
wb/eng/00/eng_0009_3,79,1161,1162,-1,-1,-1,23
wb/eng/00/eng_0009_3,80,1182,1182,74,1029,1029,21
wb/eng/00/eng_0009_3,81,1194,1194,79,1161,1162,23
wb/eng/00/eng_0009_3,82,1209,1209,78,1127,1127,16
wb/eng/00/eng_0009_3,83,1211,1211,82,1209,1209,16
wb/eng/00/eng_0009_3,84,1253,1254,70,985,986,15
