doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bc/cctv/00/cctv_0005_10,0,10,15,-1,-1,-1,1
bc/cctv/00/cctv_0005_10,1,20,21,0,10,15,1
bc/cctv/00/cctv_0005_10,2,60,61,-1,-1,-1,2
bc/cctv/00/cctv_0005_10,3,64,64,2,60,61,2
bc/cctv/00/cctv_0005_10,4,79,85,-1,-1,-1,3
bc/cctv/00/cctv_0005_10,5,87,87,4,79,85,3
bc/cctv/00/cctv_0005_10,6,112,113,5,87,87,3
bc/cctv/00/cctv_0005_10,7,152,153,1,20,21,1
bc/cctv/00/cctv_0005_10,8,228,231,-1,-1,-1,4
bc/cctv/00/cctv_0005_10,9,234,234,8,228,231,4
bc/cctv/00/cctv_0005_10,10,274,277,-1,-1,-1,5
bc/cctv/00/cctv_0005_10,11,280,284,7,152,153,1
bc/cctv/00/cctv_0005_10,12,291,291,10,274,277,5
bc/cctv/00/cctv_0005_10,13,297,301,-1,-1,-1,6
bc/cctv/00/cctv_0005_10,14,306,306,13,297,301,6
