doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
pt/nt/43/nt_4309_0,0,2,2,-1,-1,-1,1
pt/nt/43/nt_4309_0,1,6,6,0,2,2,1
pt/nt/43/nt_4309_0,2,8,19,-1,-1,-1,2
pt/nt/43/nt_4309_0,3,17,17,2,8,19,2
pt/nt/43/nt_4309_0,4,21,22,1,6,6,1
pt/nt/43/nt_4309_0,5,21,23,-1,-1,-1,3
pt/nt/43/nt_4309_0,6,25,25,4,21,22,1
pt/nt/43/nt_4309_0,7,29,29,6,25,25,1
pt/nt/43/nt_4309_0,8,33,34,3,17,17,2
pt/nt/43/nt_4309_0,9,47,47,8,33,34,2
pt/nt/43/nt_4309_0,10,53,53,9,47,47,2
pt/nt/43/nt_4309_0,11,53,54,-1,-1,-1,4
pt/nt/43/nt_4309_0,12,58,58,7,29,29,1
pt/nt/43/nt_4309_0,13,69,70,10,53,53,2
pt/nt/43/nt_4309_0,14,72,72,13,69,70,2
pt/nt/43/nt_4309_0,15,72,73,11,53,54,4
pt/nt/43/nt_4309_0,16,76,76,14,72,72,2
pt/nt/43/nt_4309_0,17,81,81,16,76,76,2
pt/nt/43/nt_4309_0,18,87,87,17,81,81,2
pt/nt/43/nt_4309_0,19,96,96,-1,-1,-1,5
pt/nt/43/nt_4309_0,20,112,116,19,96,96,5
pt/nt/43/nt_4309_0,21,116,116,12,58,58,1
pt/nt/43/nt_4309_0,22,132,132,21,116,116,1
pt/nt/43/nt_4309_0,23,135,136,-1,-1,-1,6
pt/nt/43/nt_4309_0,24,138,138,22,132,132,1
pt/nt/43/nt_4309_0,25,143,144,23,135,136,6
pt/nt/43/nt_4309_0,26,149,149,24,138,138,1
pt/nt/43/nt_4309_0,27,153,153,26,149,149,1
pt/nt/43/nt_4309_0,28,160,161,-1,-1,-1,7
pt/nt/43/nt_4309_0,29,164,164,28,160,161,7
pt/nt/43/nt_4309_0,30,166,169,18,87,87,2
pt/nt/43/nt_4309_0,31,166,170,-1,-1,-1,8
pt/nt/43/nt_4309_0,32,172,172,27,153,153,1
pt/nt/43/nt_4309_0,33,174,174,30,166,169,2
