doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/pri/00/pri_0079_0,0,3,4,-1,-1,-1,1
bn/pri/00/pri_0079_0,1,6,6,-1,-1,-1,2
bn/pri/00/pri_0079_0,2,11,15,-1,-1,-1,3
bn/pri/00/pri_0079_0,3,19,20,-1,-1,-1,4
bn/pri/00/pri_0079_0,4,23,23,2,11,15,3
bn/pri/00/pri_0079_0,5,25,28,4,23,23,3
bn/pri/00/pri_0079_0,6,31,41,-1,-1,-1,5
bn/pri/00/pri_0079_0,7,34,34,5,25,28,3
bn/pri/00/pri_0079_0,8,43,43,-1,-1,-1,6
bn/pri/00/pri_0079_0,9,44,50,7,34,34,3
bn/pri/00/pri_0079_0,10,65,67,-1,-1,-1,7
bn/pri/00/pri_0079_0,11,72,74,10,65,67,7
bn/pri/00/pri_0079_0,12,75,75,9,44,50,3
bn/pri/00/pri_0079_0,13,77,78,6,31,41,5
bn/pri/00/pri_0079_0,14,80,82,12,75,75,3
bn/pri/00/pri_0079_0,15,80,88,-1,-1,-1,8
bn/pri/00/pri_0079_0,16,97,97,-1,-1,-1,9
bn/pri/00/pri_0079_0,17,105,109,14,80,82,3
bn/pri/00/pri_0079_0,18,123,123,0,3,4,1
bn/pri/00/pri_0079_0,19,123,129,-1,-1,-1,10
bn/pri/00/pri_0079_0,20,131,133,17,105,109,3
bn/pri/00/pri_0079_0,21,131,134,15,80,88,8
bn/pri/00/pri_0079_0,22,141,141,20,131,133,3
bn/pri/00/pri_0079_0,23,146,146,22,141,141,3
bn/pri/00/pri_0079_0,24,146,147,-1,-1,-1,11
bn/pri/00/pri_0079_0,25,149,149,23,146,146,3
bn/pri/00/pri_0079_0,26,149,150,24,146,147,11
bn/pri/00/pri_0079_0,27,160,177,21,131,134,8
bn/pri/00/pri_0079_0,28,173,175,16,97,97,9
bn/pri/00/pri_0079_0,29,176,177,3,19,20,4
bn/pri/00/pri_0079_0,30,190,190,27,160,177,8
bn/pri/00/pri_0079_0,31,217,217,30,190,190,8
bn/pri/00/pri_0079_0,32,233,233,31,217,217,8
bn/pri/00/pri_0079_0,33,235,242,-1,-1,-1,12
bn/pri/00/pri_0079_0,34,238,238,33,235,242,12
bn/pri/00/pri_0079_0,35,267,268,-1,-1,-1,13
bn/pri/00/pri_0079_0,36,270,270,35,267,268,13
bn/pri/00/pri_0079_0,37,284,284,1,6,6,2
bn/pri/00/pri_0079_0,38,286,287,25,149,149,3
bn/pri/00/pri_0079_0,39,289,299,-1,-1,-1,14
bn/pri/00/pri_0079_0,40,293,294,32,233,233,8
bn/pri/00/pri_0079_0,41,302,302,38,286,287,3
