doc_key, span_idx, span_start, span_end, antecedent_rank, antecedent_score, antecedent_idx, antecedent_start, antecedent_end
tc/ch/00/ch_0049_0, 3, 18, 18, 1, 17.55520248413086, 1, 7, 7
tc/ch/00/ch_0049_0, 8, 28, 28, 1, 25.3533935546875, 1, 7, 7
tc/ch/00/ch_0049_0, 8, 28, 28, 2, 21.19615936279297, 3, 18, 18
tc/ch/00/ch_0049_0, 11, 33, 33, 1, 10.20396900177002, 6, 26, 26
tc/ch/00/ch_0049_0, 21, 41, 41, 1, 21.28229522705078, 1, 7, 7
tc/ch/00/ch_0049_0, 21, 41, 41, 2, 20.042076110839844, 8, 28, 28
tc/ch/00/ch_0049_0, 21, 41, 41, 3, 15.991968154907227, 3, 18, 18
tc/ch/00/ch_0049_0, 30, 53, 53, 1, 28.148136138916016, 24, 45, 46
tc/ch/00/ch_0049_0, 33, 55, 55, 1, 20.924108505249023, 1, 7, 7
tc/ch/00/ch_0049_0, 33, 55, 55, 2, 16.636919021606445, 8, 28, 28
tc/ch/00/ch_0049_0, 33, 55, 55, 3, 16.446836471557617, 29, 52, 52
tc/ch/00/ch_0049_0, 33, 55, 55, 4, 10.93510627746582, 3, 18, 18
tc/ch/00/ch_0049_0, 33, 55, 55, 5, 10.261690139770508, 21, 41, 41
tc/ch/00/ch_0049_0, 37, 64, 64, 1, 22.23109245300293, 24, 45, 46
tc/ch/00/ch_0049_0, 37, 64, 64, 2, 17.65224266052246, 30, 53, 53
tc/ch/00/ch_0049_0, 40, 66, 66, 1, 31.428590774536133, 33, 55, 55
tc/ch/00/ch_0049_0, 40, 66, 66, 2, 22.390905380249023, 1, 7, 7
tc/ch/00/ch_0049_0, 40, 66, 66, 3, 18.861806869506836, 8, 28, 28
tc/ch/00/ch_0049_0, 40, 66, 66, 4, 13.418684005737305, 29, 52, 52
tc/ch/00/ch_0049_0, 40, 66, 66, 5, 13.106264114379883, 21, 41, 41
tc/ch/00/ch_0049_0, 47, 86, 86, 1, 7.031299591064453, 42, 74, 75
tc/ch/00/ch_0049_0, 51, 98, 98, 1, 15.446829795837402, 15, 36, 36
tc/ch/00/ch_0049_0, 52, 103, 103, 1, 16.57518196105957, 47, 86, 86
tc/ch/00/ch_0049_0, 55, 120, 120, 1, 17.77747344970703, 52, 103, 103
tc/ch/00/ch_0049_0, 55, 120, 120, 2, 14.531333923339844, 47, 86, 86
tc/ch/00/ch_0049_0, 59, 122, 122, 1, 23.247684478759766, 51, 98, 98
tc/ch/00/ch_0049_0, 59, 122, 122, 2, 22.40635871887207, 15, 36, 36
tc/ch/00/ch_0049_0, 61, 127, 127, 1, 37.784420013427734, 59, 122, 122
tc/ch/00/ch_0049_0, 61, 127, 127, 2, 26.880435943603516, 51, 98, 98
tc/ch/00/ch_0049_0, 61, 127, 127, 3, 26.267677307128906, 15, 36, 36
tc/ch/00/ch_0049_0, 62, 130, 130, 1, 20.998247146606445, 55, 120, 120
tc/ch/00/ch_0049_0, 62, 130, 130, 2, 17.124675750732422, 52, 103, 103
tc/ch/00/ch_0049_0, 62, 130, 130, 3, 15.70809555053711, 47, 86, 86
tc/ch/00/ch_0049_0, 68, 145, 145, 1, 32.987796783447266, 59, 122, 122
tc/ch/00/ch_0049_0, 68, 145, 145, 2, 32.00078582763672, 61, 127, 127
tc/ch/00/ch_0049_0, 68, 145, 145, 3, 24.840255737304688, 51, 98, 98
tc/ch/00/ch_0049_0, 68, 145, 145, 4, 23.912940979003906, 15, 36, 36
tc/ch/00/ch_0049_0, 70, 148, 148, 1, 19.92049789428711, 55, 120, 120
