doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
bc/msnbc/00/msnbc_0007_6,5,10,10,1,16.499258041381836,0,2,3
bc/msnbc/00/msnbc_0007_6,18,24,25,1,10.443614959716797,10,13,16
bc/msnbc/00/msnbc_0007_6,18,24,25,2,8.616841316223145,8,12,16
bc/msnbc/00/msnbc_0007_6,19,26,26,1,20.71224594116211,7,12,12
bc/msnbc/00/msnbc_0007_6,19,26,26,2,9.67428970336914,17,22,26
bc/msnbc/00/msnbc_0007_6,19,26,26,3,8.537860870361328,16,22,25
bc/msnbc/00/msnbc_0007_6,23,34,34,1,19.169410705566406,11,16,16
bc/msnbc/00/msnbc_0007_6,24,34,37,1,7.176387310028076,10,13,16
bc/msnbc/00/msnbc_0007_6,24,34,37,2,1.5607199668884277,8,12,16
bc/msnbc/00/msnbc_0007_6,25,36,37,1,2.414677619934082,9,13,14
bc/msnbc/00/msnbc_0007_6,27,40,40,1,21.5594482421875,14,21,21
bc/msnbc/00/msnbc_0007_6,27,40,40,2,4.649213790893555,15,21,26
bc/msnbc/00/msnbc_0007_6,38,62,63,1,23.79098129272461,12,18,20
bc/msnbc/00/msnbc_0007_6,39,66,69,1,34.39374542236328,24,34,37
bc/msnbc/00/msnbc_0007_6,39,66,69,2,14.289878845214844,10,13,16
bc/msnbc/00/msnbc_0007_6,39,66,69,3,10.334839820861816,8,12,16
bc/msnbc/00/msnbc_0007_6,39,66,69,4,7.546821594238281,18,24,25
bc/msnbc/00/msnbc_0007_6,45,77,77,1,34.486751556396484,39,66,69
bc/msnbc/00/msnbc_0007_6,45,77,77,2,32.10216522216797,24,34,37
bc/msnbc/00/msnbc_0007_6,45,77,77,3,1.8227367401123047,23,34,34
bc/msnbc/00/msnbc_0007_6,45,77,77,4,0.6884145736694336,10,13,16
bc/msnbc/00/msnbc_0007_6,57,94,94,1,23.887786865234375,47,82,84
bc/msnbc/00/msnbc_0007_6,59,98,98,1,26.12063980102539,57,94,94
bc/msnbc/00/msnbc_0007_6,59,98,98,2,25.291704177856445,47,82,84
bc/msnbc/00/msnbc_0007_6,62,109,109,1,24.361005783081055,59,98,98
bc/msnbc/00/msnbc_0007_6,62,109,109,2,23.178890228271484,47,82,84
bc/msnbc/00/msnbc_0007_6,62,109,109,3,20.10970115661621,57,94,94
bc/msnbc/00/msnbc_0007_6,72,140,140,1,24.608774185180664,62,109,109
bc/msnbc/00/msnbc_0007_6,72,140,140,2,20.067529678344727,59,98,98
bc/msnbc/00/msnbc_0007_6,72,140,140,3,17.54014778137207,47,82,84
bc/msnbc/00/msnbc_0007_6,72,140,140,4,17.3614501953125,57,94,94
bc/msnbc/00/msnbc_0007_6,79,163,163,1,26.55408477783203,72,140,140
bc/msnbc/00/msnbc_0007_6,79,163,163,2,19.91085433959961,62,109,109
bc/msnbc/00/msnbc_0007_6,79,163,163,3,14.002815246582031,59,98,98
bc/msnbc/00/msnbc_0007_6,79,163,163,4,12.239001274108887,57,94,94
bc/msnbc/00/msnbc_0007_6,79,163,163,5,10.617927551269531,47,82,84
bc/msnbc/00/msnbc_0007_6,83,175,175,1,31.294281005859375,80,165,167
bc/msnbc/00/msnbc_0007_6,83,175,175,2,5.560232162475586,72,140,140
bc/msnbc/00/msnbc_0007_6,83,175,175,3,3.757378578186035,62,109,109
bc/msnbc/00/msnbc_0007_6,83,175,175,4,0.9615259170532227,79,163,163
bc/msnbc/00/msnbc_0007_6,83,175,175,5,0.33260536193847656,23,34,34
bc/msnbc/00/msnbc_0007_6,86,178,178,1,26.79385757446289,83,175,175
bc/msnbc/00/msnbc_0007_6,86,178,178,2,25.31739616394043,80,165,167
bc/msnbc/00/msnbc_0007_6,86,178,178,3,9.2291259765625,72,140,140
bc/msnbc/00/msnbc_0007_6,86,178,178,4,6.053924560546875,79,163,163
bc/msnbc/00/msnbc_0007_6,86,178,178,5,4.063634872436523,62,109,109
bc/msnbc/00/msnbc_0007_6,88,181,183,1,16.92548942565918,12,18,20
bc/msnbc/00/msnbc_0007_6,88,181,183,2,13.600946426391602,38,62,63
bc/msnbc/00/msnbc_0007_6,92,186,186,1,10.32015609741211,88,181,183
bc/msnbc/00/msnbc_0007_6,92,186,186,2,2.079312324523926,12,18,20
bc/msnbc/00/msnbc_0007_6,92,186,186,3,0.793482780456543,38,62,63
