doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
tc/ch/00/ch_0049_1,0,1,1,-1,-1,-1,1
tc/ch/00/ch_0049_1,1,6,7,-1,-1,-1,2
tc/ch/00/ch_0049_1,2,9,9,0,1,1,1
tc/ch/00/ch_0049_1,3,11,11,2,9,9,1
tc/ch/00/ch_0049_1,4,21,21,3,11,11,1
tc/ch/00/ch_0049_1,5,27,27,4,21,21,1
tc/ch/00/ch_0049_1,6,30,36,-1,-1,-1,3
tc/ch/00/ch_0049_1,7,38,38,1,6,7,2
tc/ch/00/ch_0049_1,8,40,40,5,27,27,1
tc/ch/00/ch_0049_1,9,43,43,6,30,36,3
tc/ch/00/ch_0049_1,10,46,46,7,38,38,2
tc/ch/00/ch_0049_1,11,54,54,8,40,40,1
tc/ch/00/ch_0049_1,12,58,59,-1,-1,-1,4
tc/ch/00/ch_0049_1,13,68,68,-1,-1,-1,5
tc/ch/00/ch_0049_1,14,70,70,11,54,54,1
tc/ch/00/ch_0049_1,15,79,79,14,70,70,1
tc/ch/00/ch_0049_1,16,89,89,10,46,46,2
tc/ch/00/ch_0049_1,17,92,92,16,89,89,2
tc/ch/00/ch_0049_1,18,94,94,15,79,79,1
tc/ch/00/ch_0049_1,19,95,95,17,92,92,2
tc/ch/00/ch_0049_1,20,100,100,18,94,94,1
tc/ch/00/ch_0049_1,21,106,106,20,100,100,1
tc/ch/00/ch_0049_1,22,111,111,19,95,95,2
tc/ch/00/ch_0049_1,23,117,117,21,106,106,1
tc/ch/00/ch_0049_1,24,126,126,22,111,111,2
tc/ch/00/ch_0049_1,25,130,130,23,117,117,1
tc/ch/00/ch_0049_1,26,145,145,25,130,130,1
tc/ch/00/ch_0049_1,27,154,154,26,145,145,1
tc/ch/00/ch_0049_1,28,163,165,12,58,59,4
tc/ch/00/ch_0049_1,29,168,168,24,126,126,2
tc/ch/00/ch_0049_1,30,174,174,27,154,154,1
tc/ch/00/ch_0049_1,31,183,183,30,174,174,1
tc/ch/00/ch_0049_1,32,185,185,31,183,183,1
tc/ch/00/ch_0049_1,33,192,192,32,185,185,1
tc/ch/00/ch_0049_1,34,200,200,33,192,192,1
tc/ch/00/ch_0049_1,35,200,202,28,163,165,4
tc/ch/00/ch_0049_1,36,209,209,34,200,200,1
tc/ch/00/ch_0049_1,37,212,212,35,200,202,4
tc/ch/00/ch_0049_1,38,214,214,36,209,209,1
tc/ch/00/ch_0049_1,39,214,215,-1,-1,-1,6
tc/ch/00/ch_0049_1,40,217,217,38,214,214,1
tc/ch/00/ch_0049_1,41,222,222,40,217,217,1
tc/ch/00/ch_0049_1,42,239,239,41,222,222,1
tc/ch/00/ch_0049_1,43,241,241,42,239,239,1
tc/ch/00/ch_0049_1,44,246,246,43,241,241,1
tc/ch/00/ch_0049_1,45,246,248,39,214,215,6
tc/ch/00/ch_0049_1,46,251,251,44,246,246,1
tc/ch/00/ch_0049_1,47,257,257,46,251,251,1
tc/ch/00/ch_0049_1,48,271,271,47,257,257,1
tc/ch/00/ch_0049_1,49,281,281,-1,-1,-1,7
tc/ch/00/ch_0049_1,50,291,291,49,281,281,7
tc/ch/00/ch_0049_1,51,316,316,48,271,271,1
tc/ch/00/ch_0049_1,52,320,320,13,68,68,5
tc/ch/00/ch_0049_1,53,328,328,51,316,316,1
tc/ch/00/ch_0049_1,54,342,342,53,328,328,1
tc/ch/00/ch_0049_1,55,351,351,52,320,320,5
tc/ch/00/ch_0049_1,56,352,352,54,342,342,1
tc/ch/00/ch_0049_1,57,356,356,56,352,352,1
tc/ch/00/ch_0049_1,58,356,358,45,246,248,6
tc/ch/00/ch_0049_1,59,363,364,-1,-1,-1,8
tc/ch/00/ch_0049_1,60,372,373,-1,-1,-1,9
tc/ch/00/ch_0049_1,61,378,379,60,372,373,9
tc/ch/00/ch_0049_1,62,385,385,-1,-1,-1,10
tc/ch/00/ch_0049_1,63,390,390,62,385,385,10
tc/ch/00/ch_0049_1,64,396,397,59,363,364,8
tc/ch/00/ch_0049_1,65,404,405,-1,-1,-1,11
tc/ch/00/ch_0049_1,66,411,411,65,404,405,11
tc/ch/00/ch_0049_1,67,418,418,57,356,356,1
tc/ch/00/ch_0049_1,68,430,430,67,418,418,1
tc/ch/00/ch_0049_1,69,451,451,68,430,430,1
tc/ch/00/ch_0049_1,70,461,461,69,451,451,1
tc/ch/00/ch_0049_1,71,466,466,70,461,461,1
tc/ch/00/ch_0049_1,72,466,474,-1,-1,-1,12
tc/ch/00/ch_0049_1,73,485,485,71,466,466,1
tc/ch/00/ch_0049_1,74,491,491,72,466,474,12
tc/ch/00/ch_0049_1,75,494,495,37,212,212,4
tc/ch/00/ch_0049_1,76,500,502,-1,-1,-1,13
tc/ch/00/ch_0049_1,77,504,504,73,485,485,1
tc/ch/00/ch_0049_1,78,514,514,76,500,502,13
tc/ch/00/ch_0049_1,79,516,516,78,514,514,13
tc/ch/00/ch_0049_1,80,519,519,79,516,516,13
tc/ch/00/ch_0049_1,81,521,521,80,519,519,13
tc/ch/00/ch_0049_1,82,536,536,77,504,504,1
tc/ch/00/ch_0049_1,83,556,556,82,536,536,1
tc/ch/00/ch_0049_1,84,566,566,83,556,556,1
