doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/voa/00/voa_0029_0,0,5,5,-1,-1,-1,1
bn/voa/00/voa_0029_0,1,16,16,-1,-1,-1,2
bn/voa/00/voa_0029_0,2,18,25,-1,-1,-1,3
bn/voa/00/voa_0029_0,3,27,28,0,5,5,1
bn/voa/00/voa_0029_0,4,82,85,2,18,25,3
bn/voa/00/voa_0029_0,5,87,93,-1,-1,-1,4
bn/voa/00/voa_0029_0,6,96,96,4,82,85,3
bn/voa/00/voa_0029_0,7,109,111,5,87,93,4
bn/voa/00/voa_0029_0,8,156,156,1,16,16,2
bn/voa/00/voa_0029_0,9,183,185,-1,-1,-1,5
bn/voa/00/voa_0029_0,10,188,188,9,183,185,5
