doc_key, span_idx, span_start, span_end, antecedent_rank, antecedent_score, antecedent_idx, antecedent_start, antecedent_end
nw/xinhua/02/chtb_0259_0, 17, 28, 28, 1, 55.17163848876953, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 30, 70, 72, 1, 37.078147888183594, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 30, 70, 72, 2, 30.382314682006836, 17, 28, 28
nw/xinhua/02/chtb_0259_0, 56, 119, 119, 1, 39.33716583251953, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 56, 119, 119, 2, 31.55328941345215, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 56, 119, 119, 3, 27.15045928955078, 17, 28, 28
nw/xinhua/02/chtb_0259_0, 78, 186, 188, 1, 36.56932830810547, 56, 119, 119
nw/xinhua/02/chtb_0259_0, 78, 186, 188, 2, 31.0312442779541, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 78, 186, 188, 3, 30.045883178710938, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 78, 186, 188, 4, 25.75156593322754, 17, 28, 28
nw/xinhua/02/chtb_0259_0, 87, 219, 219, 1, 40.7030143737793, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 87, 219, 219, 2, 38.672210693359375, 78, 186, 188
nw/xinhua/02/chtb_0259_0, 87, 219, 219, 3, 36.51280212402344, 56, 119, 119
nw/xinhua/02/chtb_0259_0, 87, 219, 219, 4, 33.63737487792969, 17, 28, 28
nw/xinhua/02/chtb_0259_0, 87, 219, 219, 5, 33.3819465637207, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 93, 235, 236, 1, 67.86627197265625, 88, 221, 221
nw/xinhua/02/chtb_0259_0, 95, 237, 237, 1, 37.78987121582031, 87, 219, 219
nw/xinhua/02/chtb_0259_0, 95, 237, 237, 2, 34.924713134765625, 78, 186, 188
nw/xinhua/02/chtb_0259_0, 95, 237, 237, 3, 34.140174865722656, 17, 28, 28
nw/xinhua/02/chtb_0259_0, 95, 237, 237, 4, 33.007808685302734, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 95, 237, 237, 5, 32.47679901123047, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 109, 271, 273, 1, 34.27344512939453, 87, 219, 219
nw/xinhua/02/chtb_0259_0, 109, 271, 273, 2, 30.833703994750977, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 109, 271, 273, 3, 29.621784210205078, 56, 119, 119
nw/xinhua/02/chtb_0259_0, 109, 271, 273, 4, 24.95701026916504, 78, 186, 188
nw/xinhua/02/chtb_0259_0, 109, 271, 273, 5, 22.98344612121582, 16, 22, 23
nw/xinhua/02/chtb_0259_0, 117, 297, 299, 1, 35.052650451660156, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 117, 297, 299, 2, 34.08985900878906, 87, 219, 219
nw/xinhua/02/chtb_0259_0, 117, 297, 299, 3, 31.904884338378906, 56, 119, 119
nw/xinhua/02/chtb_0259_0, 117, 297, 299, 4, 29.186281204223633, 78, 186, 188
nw/xinhua/02/chtb_0259_0, 117, 297, 299, 5, 26.32125473022461, 109, 271, 273
nw/xinhua/02/chtb_0259_0, 122, 319, 321, 1, 27.488643646240234, 30, 70, 72
nw/xinhua/02/chtb_0259_0, 122, 319, 321, 2, 26.988689422607422, 87, 219, 219
nw/xinhua/02/chtb_0259_0, 122, 319, 321, 3, 26.56165313720703, 56, 119, 119
