doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
pt/nt/42/nt_4209_1,13,25,25,1,42.67354202270508,3,5,5
pt/nt/42/nt_4209_1,16,30,31,1,40.65528106689453,12,19,23
pt/nt/42/nt_4209_1,18,34,34,1,54.730289459228516,13,25,25
pt/nt/42/nt_4209_1,18,34,34,2,45.624874114990234,3,5,5
pt/nt/42/nt_4209_1,19,38,38,1,58.066123962402344,13,25,25
pt/nt/42/nt_4209_1,19,38,38,2,55.35078811645508,18,34,34
pt/nt/42/nt_4209_1,19,38,38,3,47.138648986816406,3,5,5
pt/nt/42/nt_4209_1,21,45,45,1,32.06301498413086,14,27,31
pt/nt/42/nt_4209_1,23,48,48,1,44.81890106201172,22,45,46
pt/nt/42/nt_4209_1,25,53,53,1,37.241729736328125,21,45,45
pt/nt/42/nt_4209_1,25,53,53,2,31.06379508972168,14,27,31
pt/nt/42/nt_4209_1,29,61,61,1,50.79464340209961,23,48,48
pt/nt/42/nt_4209_1,29,61,61,2,37.841739654541016,22,45,46
pt/nt/42/nt_4209_1,30,65,65,1,43.378787994384766,29,61,61
pt/nt/42/nt_4209_1,30,65,65,2,39.98255920410156,23,48,48
pt/nt/42/nt_4209_1,30,65,65,3,17.80202865600586,22,45,46
pt/nt/42/nt_4209_1,31,68,68,1,45.608455657958984,30,65,65
pt/nt/42/nt_4209_1,31,68,68,2,40.25257873535156,29,61,61
pt/nt/42/nt_4209_1,31,68,68,3,37.274803161621094,23,48,48
pt/nt/42/nt_4209_1,31,68,68,4,18.369403839111328,22,45,46
pt/nt/42/nt_4209_1,33,72,72,1,47.73197937011719,31,68,68
pt/nt/42/nt_4209_1,33,72,72,2,41.545433044433594,30,65,65
pt/nt/42/nt_4209_1,33,72,72,3,30.269916534423828,29,61,61
pt/nt/42/nt_4209_1,33,72,72,4,28.218692779541016,23,48,48
pt/nt/42/nt_4209_1,33,72,72,5,12.99592399597168,22,45,46
pt/nt/42/nt_4209_1,35,80,82,1,44.50828552246094,27,56,58
pt/nt/42/nt_4209_1,37,86,86,1,45.900108337402344,29,61,61
pt/nt/42/nt_4209_1,37,86,86,2,45.085548400878906,23,48,48
pt/nt/42/nt_4209_1,37,86,86,3,42.85609436035156,31,68,68
pt/nt/42/nt_4209_1,37,86,86,4,38.630226135253906,30,65,65
pt/nt/42/nt_4209_1,37,86,86,5,37.94620132446289,33,72,72
pt/nt/42/nt_4209_1,38,91,91,1,50.305938720703125,29,61,61
pt/nt/42/nt_4209_1,38,91,91,2,49.512393951416016,23,48,48
pt/nt/42/nt_4209_1,38,91,91,3,48.8883056640625,37,86,86
pt/nt/42/nt_4209_1,38,91,91,4,43.99496078491211,31,68,68
pt/nt/42/nt_4209_1,38,91,91,5,38.050270080566406,33,72,72
