doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
mz/sinorama/10/ectb_1019_1,0,4,4,-1,-1,-1,1
mz/sinorama/10/ectb_1019_1,1,15,15,0,4,4,1
mz/sinorama/10/ectb_1019_1,2,26,26,1,15,15,1
mz/sinorama/10/ectb_1019_1,3,30,30,2,26,26,1
mz/sinorama/10/ectb_1019_1,4,35,35,3,30,30,1
mz/sinorama/10/ectb_1019_1,5,37,37,4,35,35,1
mz/sinorama/10/ectb_1019_1,6,40,40,5,37,37,1
mz/sinorama/10/ectb_1019_1,7,50,50,6,40,40,1
mz/sinorama/10/ectb_1019_1,8,74,74,-1,-1,-1,2
mz/sinorama/10/ectb_1019_1,9,97,104,8,74,74,2
mz/sinorama/10/ectb_1019_1,10,119,119,7,50,50,1
mz/sinorama/10/ectb_1019_1,11,129,129,10,119,119,1
mz/sinorama/10/ectb_1019_1,12,136,140,-1,-1,-1,3
mz/sinorama/10/ectb_1019_1,13,142,142,11,129,129,1
mz/sinorama/10/ectb_1019_1,14,148,148,12,136,140,3
mz/sinorama/10/ectb_1019_1,15,252,252,-1,-1,-1,4
mz/sinorama/10/ectb_1019_1,16,268,272,15,252,252,4
mz/sinorama/10/ectb_1019_1,17,308,309,-1,-1,-1,5
mz/sinorama/10/ectb_1019_1,18,313,317,-1,-1,-1,6
mz/sinorama/10/ectb_1019_1,19,324,324,17,308,309,5
mz/sinorama/10/ectb_1019_1,20,327,327,18,313,317,6
mz/sinorama/10/ectb_1019_1,21,331,331,19,324,324,5
mz/sinorama/10/ectb_1019_1,22,335,335,21,331,331,5
mz/sinorama/10/ectb_1019_1,23,354,355,-1,-1,-1,7
mz/sinorama/10/ectb_1019_1,24,357,357,23,354,355,7
mz/sinorama/10/ectb_1019_1,25,366,366,24,357,357,7
mz/sinorama/10/ectb_1019_1,26,374,374,25,366,366,7
mz/sinorama/10/ectb_1019_1,27,392,392,13,142,142,1
mz/sinorama/10/ectb_1019_1,28,403,411,-1,-1,-1,8
mz/sinorama/10/ectb_1019_1,29,409,409,27,392,392,1
mz/sinorama/10/ectb_1019_1,30,414,414,29,409,409,1
mz/sinorama/10/ectb_1019_1,31,417,417,28,403,411,8
mz/sinorama/10/ectb_1019_1,32,430,430,31,417,417,8
mz/sinorama/10/ectb_1019_1,33,438,438,30,414,414,1
mz/sinorama/10/ectb_1019_1,34,445,445,32,430,430,8
mz/sinorama/10/ectb_1019_1,35,450,450,33,438,438,1
mz/sinorama/10/ectb_1019_1,36,451,451,-1,-1,-1,9
mz/sinorama/10/ectb_1019_1,37,454,454,34,445,445,8
mz/sinorama/10/ectb_1019_1,38,461,461,36,451,451,9
mz/sinorama/10/ectb_1019_1,39,467,467,37,454,454,8
mz/sinorama/10/ectb_1019_1,40,482,482,35,450,450,1
mz/sinorama/10/ectb_1019_1,41,485,485,40,482,482,1
mz/sinorama/10/ectb_1019_1,42,486,487,-1,-1,-1,10
mz/sinorama/10/ectb_1019_1,43,495,495,41,485,485,1
mz/sinorama/10/ectb_1019_1,44,501,501,42,486,487,10
mz/sinorama/10/ectb_1019_1,45,507,507,43,495,495,1
mz/sinorama/10/ectb_1019_1,46,511,511,45,507,507,1
mz/sinorama/10/ectb_1019_1,47,522,522,46,511,511,1
mz/sinorama/10/ectb_1019_1,48,530,530,47,522,522,1
