doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/voa/00/voa_0069_0,0,1,20,-1,-1,-1,1
bn/voa/00/voa_0069_0,1,15,20,-1,-1,-1,2
bn/voa/00/voa_0069_0,2,23,23,0,1,20,1
bn/voa/00/voa_0069_0,3,27,28,-1,-1,-1,3
bn/voa/00/voa_0069_0,4,33,36,-1,-1,-1,4
bn/voa/00/voa_0069_0,5,39,41,2,23,23,1
bn/voa/00/voa_0069_0,6,47,47,1,15,20,2
bn/voa/00/voa_0069_0,7,60,62,5,39,41,1
bn/voa/00/voa_0069_0,8,75,77,7,60,62,1
bn/voa/00/voa_0069_0,9,81,83,-1,-1,-1,5
bn/voa/00/voa_0069_0,10,81,87,6,47,47,2
bn/voa/00/voa_0069_0,11,89,90,8,75,77,1
bn/voa/00/voa_0069_0,12,98,106,-1,-1,-1,6
bn/voa/00/voa_0069_0,13,112,113,11,89,90,1
bn/voa/00/voa_0069_0,14,129,130,13,112,113,1
bn/voa/00/voa_0069_0,15,148,149,14,129,130,1
bn/voa/00/voa_0069_0,16,152,153,-1,-1,-1,7
bn/voa/00/voa_0069_0,17,155,155,16,152,153,7
bn/voa/00/voa_0069_0,18,157,161,12,98,106,6
bn/voa/00/voa_0069_0,19,160,161,15,148,149,1
bn/voa/00/voa_0069_0,20,173,175,9,81,83,5
bn/voa/00/voa_0069_0,21,188,189,18,157,161,6
bn/voa/00/voa_0069_0,22,196,199,3,27,28,3
bn/voa/00/voa_0069_0,23,201,207,20,173,175,5
bn/voa/00/voa_0069_0,24,209,213,-1,-1,-1,8
bn/voa/00/voa_0069_0,25,215,215,24,209,213,8
bn/voa/00/voa_0069_0,26,223,224,21,188,189,6
bn/voa/00/voa_0069_0,27,237,238,26,223,224,6
bn/voa/00/voa_0069_0,28,240,242,-1,-1,-1,9
bn/voa/00/voa_0069_0,29,244,244,28,240,242,9
bn/voa/00/voa_0069_0,30,247,249,-1,-1,-1,10
bn/voa/00/voa_0069_0,31,253,253,30,247,249,10
bn/voa/00/voa_0069_0,32,263,263,23,201,207,5
bn/voa/00/voa_0069_0,33,275,285,4,33,36,4
