doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
mz/sinorama/10/ectb_1029_6,0,7,7,-1,-1,-1,1
mz/sinorama/10/ectb_1029_6,1,13,15,0,7,7,1
mz/sinorama/10/ectb_1029_6,2,24,24,1,13,15,1
mz/sinorama/10/ectb_1029_6,3,39,39,2,24,24,1
mz/sinorama/10/ectb_1029_6,4,61,63,-1,-1,-1,2
mz/sinorama/10/ectb_1029_6,5,65,65,4,61,63,2
mz/sinorama/10/ectb_1029_6,6,116,116,5,65,65,2
mz/sinorama/10/ectb_1029_6,7,146,148,-1,-1,-1,3
mz/sinorama/10/ectb_1029_6,8,157,157,7,146,148,3
mz/sinorama/10/ectb_1029_6,9,163,163,6,116,116,2
mz/sinorama/10/ectb_1029_6,10,173,175,-1,-1,-1,4
mz/sinorama/10/ectb_1029_6,11,208,208,10,173,175,4
mz/sinorama/10/ectb_1029_6,12,251,251,-1,-1,-1,5
mz/sinorama/10/ectb_1029_6,13,254,254,12,251,251,5
mz/sinorama/10/ectb_1029_6,14,263,263,13,254,254,5
mz/sinorama/10/ectb_1029_6,15,295,296,-1,-1,-1,6
mz/sinorama/10/ectb_1029_6,16,300,300,15,295,296,6
