doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/cnn/03/cnn_0349_0,0,7,17,-1,-1,-1,2
bn/cnn/03/cnn_0349_0,1,10,14,-1,-1,-1,1
bn/cnn/03/cnn_0349_0,2,19,21,0,7,17,2
bn/cnn/03/cnn_0349_0,3,29,29,2,19,21,2
bn/cnn/03/cnn_0349_0,4,37,37,-1,-1,-1,3
bn/cnn/03/cnn_0349_0,5,55,55,3,29,29,2
bn/cnn/03/cnn_0349_0,6,59,59,5,55,55,2
bn/cnn/03/cnn_0349_0,7,61,62,-1,-1,-1,4
bn/cnn/03/cnn_0349_0,8,66,66,7,61,62,4
bn/cnn/03/cnn_0349_0,9,74,74,6,59,59,2
bn/cnn/03/cnn_0349_0,10,76,77,-1,-1,-1,5
bn/cnn/03/cnn_0349_0,11,88,95,-1,-1,-1,6
bn/cnn/03/cnn_0349_0,12,98,98,9,74,74,2
bn/cnn/03/cnn_0349_0,13,104,104,11,88,95,6
bn/cnn/03/cnn_0349_0,14,145,145,12,98,98,2
bn/cnn/03/cnn_0349_0,15,150,153,10,76,77,5
bn/cnn/03/cnn_0349_0,16,152,152,4,37,37,3
bn/cnn/03/cnn_0349_0,17,159,159,1,10,14,1
bn/cnn/03/cnn_0349_0,18,198,198,14,145,145,2
bn/cnn/03/cnn_0349_0,19,204,204,18,198,198,2
bn/cnn/03/cnn_0349_0,20,214,214,19,204,204,2
bn/cnn/03/cnn_0349_0,21,219,232,-1,-1,-1,7
bn/cnn/03/cnn_0349_0,22,239,239,17,159,159,1
bn/cnn/03/cnn_0349_0,23,243,244,22,239,239,1
bn/cnn/03/cnn_0349_0,24,248,248,-1,-1,-1,8
bn/cnn/03/cnn_0349_0,25,255,255,24,248,248,8
bn/cnn/03/cnn_0349_0,26,259,259,25,255,255,8
bn/cnn/03/cnn_0349_0,27,266,266,26,259,259,8
bn/cnn/03/cnn_0349_0,28,270,270,27,266,266,8
bn/cnn/03/cnn_0349_0,29,280,281,-1,-1,-1,9
bn/cnn/03/cnn_0349_0,30,283,283,20,214,214,2
bn/cnn/03/cnn_0349_0,31,285,295,21,219,232,7
bn/cnn/03/cnn_0349_0,32,323,323,16,152,152,3
bn/cnn/03/cnn_0349_0,33,332,332,30,283,283,2
bn/cnn/03/cnn_0349_0,34,332,333,23,243,244,1
bn/cnn/03/cnn_0349_0,35,351,351,33,332,332,2
bn/cnn/03/cnn_0349_0,36,351,352,34,332,333,1
bn/cnn/03/cnn_0349_0,37,360,360,35,351,351,2
bn/cnn/03/cnn_0349_0,38,384,385,36,351,352,1
bn/cnn/03/cnn_0349_0,39,387,387,-1,-1,-1,10
bn/cnn/03/cnn_0349_0,40,401,401,37,360,360,2
bn/cnn/03/cnn_0349_0,41,406,406,40,401,401,2
bn/cnn/03/cnn_0349_0,42,409,409,39,387,387,10
bn/cnn/03/cnn_0349_0,43,418,418,41,406,406,2
bn/cnn/03/cnn_0349_0,44,427,427,32,323,323,3
bn/cnn/03/cnn_0349_0,45,429,429,38,384,385,1
bn/cnn/03/cnn_0349_0,46,441,441,45,429,429,1
bn/cnn/03/cnn_0349_0,47,451,451,46,441,441,1
bn/cnn/03/cnn_0349_0,48,458,458,47,451,451,1
bn/cnn/03/cnn_0349_0,49,460,472,-1,-1,-1,11
bn/cnn/03/cnn_0349_0,50,474,474,48,458,458,1
bn/cnn/03/cnn_0349_0,51,481,481,49,460,472,11
bn/cnn/03/cnn_0349_0,52,486,486,44,427,427,3
bn/cnn/03/cnn_0349_0,53,502,503,29,280,281,9
bn/cnn/03/cnn_0349_0,54,507,507,43,418,418,2
bn/cnn/03/cnn_0349_0,55,513,519,-1,-1,-1,12
bn/cnn/03/cnn_0349_0,56,530,531,55,513,519,12
bn/cnn/03/cnn_0349_0,57,533,533,54,507,507,2
bn/cnn/03/cnn_0349_0,58,537,537,52,486,486,3
bn/cnn/03/cnn_0349_0,59,539,539,57,533,533,2
bn/cnn/03/cnn_0349_0,60,548,549,-1,-1,-1,13
bn/cnn/03/cnn_0349_0,61,557,557,60,548,549,13
bn/cnn/03/cnn_0349_0,62,561,561,61,557,557,13
bn/cnn/03/cnn_0349_0,63,571,571,59,539,539,2
bn/cnn/03/cnn_0349_0,64,592,592,63,571,571,2
bn/cnn/03/cnn_0349_0,65,596,611,-1,-1,-1,14
bn/cnn/03/cnn_0349_0,66,614,614,64,592,592,2
bn/cnn/03/cnn_0349_0,67,624,625,65,596,611,14
bn/cnn/03/cnn_0349_0,68,629,634,66,614,614,2
bn/cnn/03/cnn_0349_0,69,633,634,50,474,474,1
bn/cnn/03/cnn_0349_0,70,639,639,68,629,634,2
