doc_key, span_idx, span_start, span_end, antecedent_rank, antecedent_score, antecedent_idx, antecedent_start, antecedent_end
bn/cnn/03/cnn_0339_0, 8, 24, 24, 1, 21.755783081054688, 1, 1, 12
bn/cnn/03/cnn_0339_0, 11, 29, 29, 1, 30.129032135009766, 8, 24, 24
bn/cnn/03/cnn_0339_0, 11, 29, 29, 2, 19.366018295288086, 1, 1, 12
bn/cnn/03/cnn_0339_0, 14, 31, 31, 1, 29.43048858642578, 11, 29, 29
bn/cnn/03/cnn_0339_0, 14, 31, 31, 2, 22.08931541442871, 8, 24, 24
bn/cnn/03/cnn_0339_0, 14, 31, 31, 3, 9.703669548034668, 1, 1, 12
bn/cnn/03/cnn_0339_0, 28, 59, 59, 1, 25.304386138916016, 23, 47, 50
bn/cnn/03/cnn_0339_0, 29, 61, 61, 1, 13.769316673278809, 26, 52, 52
bn/cnn/03/cnn_0339_0, 31, 66, 66, 1, 22.113969802856445, 23, 47, 50
bn/cnn/03/cnn_0339_0, 31, 66, 66, 2, 18.457422256469727, 28, 59, 59
bn/cnn/03/cnn_0339_0, 31, 66, 66, 3, 7.659202575683594, 8, 24, 24
bn/cnn/03/cnn_0339_0, 31, 66, 66, 4, 5.398271560668945, 1, 1, 12
bn/cnn/03/cnn_0339_0, 31, 66, 66, 5, 0.5218868255615234, 11, 29, 29
bn/cnn/03/cnn_0339_0, 32, 68, 68, 1, 0.3947029113769531, 8, 24, 24
bn/cnn/03/cnn_0339_0, 33, 68, 74, 1, 3.0658750534057617, 10, 26, 27
bn/cnn/03/cnn_0339_0, 42, 86, 86, 1, 9.689248085021973, 32, 68, 68
bn/cnn/03/cnn_0339_0, 42, 86, 86, 2, 8.853622436523438, 28, 59, 59
bn/cnn/03/cnn_0339_0, 42, 86, 86, 3, 6.97585916519165, 31, 66, 66
bn/cnn/03/cnn_0339_0, 42, 86, 86, 4, 3.0717058181762695, 8, 24, 24
bn/cnn/03/cnn_0339_0, 42, 86, 86, 5, 1.7752165794372559, 23, 47, 50
bn/cnn/03/cnn_0339_0, 51, 99, 99, 1, 5.840075492858887, 26, 52, 52
bn/cnn/03/cnn_0339_0, 51, 99, 99, 2, 3.6492366790771484, 29, 61, 61
bn/cnn/03/cnn_0339_0, 52, 100, 100, 1, 17.19118881225586, 42, 86, 86
bn/cnn/03/cnn_0339_0, 52, 100, 100, 2, 15.11253833770752, 28, 59, 59
bn/cnn/03/cnn_0339_0, 52, 100, 100, 3, 10.571127891540527, 32, 68, 68
bn/cnn/03/cnn_0339_0, 52, 100, 100, 4, 8.233672142028809, 23, 47, 50
bn/cnn/03/cnn_0339_0, 52, 100, 100, 5, 5.017316818237305, 31, 66, 66
bn/cnn/03/cnn_0339_0, 54, 105, 105, 1, 19.947641372680664, 52, 100, 100
bn/cnn/03/cnn_0339_0, 54, 105, 105, 2, 15.777185440063477, 42, 86, 86
bn/cnn/03/cnn_0339_0, 54, 105, 105, 3, 12.003021240234375, 28, 59, 59
bn/cnn/03/cnn_0339_0, 54, 105, 105, 4, 11.575971603393555, 32, 68, 68
bn/cnn/03/cnn_0339_0, 54, 105, 105, 5, 9.469186782836914, 8, 24, 24
