doc_key, span_idx, span_start, span_end, antecedent_rank, antecedent_score, antecedent_idx, antecedent_start, antecedent_end
pt/nt/45/nt_4509_0, 2, 6, 6, 1, 22.81120491027832, 0, 1, 1
pt/nt/45/nt_4509_0, 6, 13, 13, 1, 30.132396697998047, 2, 6, 6
pt/nt/45/nt_4509_0, 6, 13, 13, 2, 27.868698120117188, 0, 1, 1
pt/nt/45/nt_4509_0, 7, 19, 19, 1, 32.391929626464844, 6, 13, 13
pt/nt/45/nt_4509_0, 7, 19, 19, 2, 30.506698608398438, 2, 6, 6
pt/nt/45/nt_4509_0, 7, 19, 19, 3, 29.13644790649414, 0, 1, 1
pt/nt/45/nt_4509_0, 11, 31, 31, 1, 30.73431968688965, 6, 13, 13
pt/nt/45/nt_4509_0, 11, 31, 31, 2, 28.712390899658203, 7, 19, 19
pt/nt/45/nt_4509_0, 11, 31, 31, 3, 26.692052841186523, 2, 6, 6
pt/nt/45/nt_4509_0, 11, 31, 31, 4, 25.591081619262695, 0, 1, 1
pt/nt/45/nt_4509_0, 12, 37, 37, 1, 29.24576187133789, 7, 19, 19
pt/nt/45/nt_4509_0, 12, 37, 37, 2, 29.03765296936035, 6, 13, 13
pt/nt/45/nt_4509_0, 12, 37, 37, 3, 26.814165115356445, 2, 6, 6
pt/nt/45/nt_4509_0, 12, 37, 37, 4, 26.278104782104492, 0, 1, 1
pt/nt/45/nt_4509_0, 12, 37, 37, 5, 18.772075653076172, 11, 31, 31
pt/nt/45/nt_4509_0, 13, 47, 47, 1, 35.09833526611328, 7, 19, 19
pt/nt/45/nt_4509_0, 13, 47, 47, 2, 32.522247314453125, 12, 37, 37
pt/nt/45/nt_4509_0, 13, 47, 47, 3, 32.368106842041016, 6, 13, 13
pt/nt/45/nt_4509_0, 13, 47, 47, 4, 31.0467586517334, 11, 31, 31
pt/nt/45/nt_4509_0, 13, 47, 47, 5, 27.521883010864258, 2, 6, 6
pt/nt/45/nt_4509_0, 15, 51, 51, 1, 36.55674362182617, 14, 47, 49
pt/nt/45/nt_4509_0, 17, 53, 53, 1, 32.25815963745117, 7, 19, 19
pt/nt/45/nt_4509_0, 17, 53, 53, 2, 31.00388526916504, 13, 47, 47
pt/nt/45/nt_4509_0, 17, 53, 53, 3, 29.837385177612305, 6, 13, 13
pt/nt/45/nt_4509_0, 17, 53, 53, 4, 29.01095199584961, 12, 37, 37
pt/nt/45/nt_4509_0, 17, 53, 53, 5, 27.07756233215332, 2, 6, 6
pt/nt/45/nt_4509_0, 19, 58, 58, 1, 31.341293334960938, 7, 19, 19
pt/nt/45/nt_4509_0, 19, 58, 58, 2, 31.227142333984375, 17, 53, 53
