doc_key, span_idx, span_start, span_end, antecedent_rank, antecedent_score, antecedent_idx, antecedent_start, antecedent_end
bc/cctv/00/cctv_0005_13, 4, 12, 12, 1, 35.27964782714844, 2, 8, 9
bc/cctv/00/cctv_0005_13, 28, 60, 63, 1, 42.727745056152344, 21, 41, 46
bc/cctv/00/cctv_0005_13, 47, 117, 118, 1, 13.322443962097168, 27, 56, 56
bc/cctv/00/cctv_0005_13, 54, 134, 134, 1, 5.485818862915039, 1, 5, 5
bc/cctv/00/cctv_0005_13, 54, 134, 134, 2, 3.2513322830200195, 2, 8, 9
bc/cctv/00/cctv_0005_13, 74, 195, 196, 1, 38.31432342529297, 58, 146, 147
bc/cctv/00/cctv_0005_13, 76, 201, 204, 1, 15.478355407714844, 42, 97, 110
bc/cctv/00/cctv_0005_13, 95, 235, 235, 1, 39.0890007019043, 27, 56, 56
bc/cctv/00/cctv_0005_13, 95, 235, 235, 2, 15.332601547241211, 47, 117, 118
bc/cctv/00/cctv_0005_13, 108, 272, 272, 1, 45.33938217163086, 54, 134, 134
bc/cctv/00/cctv_0005_13, 108, 272, 272, 2, 8.920820236206055, 1, 5, 5
bc/cctv/00/cctv_0005_13, 108, 272, 272, 3, 1.108785629272461, 2, 8, 9
bc/cctv/00/cctv_0005_13, 125, 325, 326, 1, 30.257553100585938, 27, 56, 56
bc/cctv/00/cctv_0005_13, 125, 325, 326, 2, 27.371295928955078, 95, 235, 235
bc/cctv/00/cctv_0005_13, 125, 325, 326, 3, 16.225669860839844, 47, 117, 118
bc/cctv/00/cctv_0005_13, 126, 328, 328, 1, 32.01603317260742, 28, 60, 63
bc/cctv/00/cctv_0005_13, 126, 328, 328, 2, 29.595653533935547, 21, 41, 46
bc/cctv/00/cctv_0005_13, 131, 342, 343, 1, 51.2791633605957, 125, 325, 326
bc/cctv/00/cctv_0005_13, 131, 342, 343, 2, 34.978790283203125, 95, 235, 235
bc/cctv/00/cctv_0005_13, 131, 342, 343, 3, 33.16660690307617, 27, 56, 56
bc/cctv/00/cctv_0005_13, 131, 342, 343, 4, 32.87160110473633, 47, 117, 118
bc/cctv/00/cctv_0005_13, 133, 347, 347, 1, 46.69779586791992, 126, 328, 328
bc/cctv/00/cctv_0005_13, 133, 347, 347, 2, 36.53457260131836, 28, 60, 63
bc/cctv/00/cctv_0005_13, 133, 347, 347, 3, 32.639102935791016, 21, 41, 46
bc/cctv/00/cctv_0005_13, 136, 350, 350, 1, 49.72201156616211, 133, 347, 347
bc/cctv/00/cctv_0005_13, 136, 350, 350, 2, 44.44345474243164, 126, 328, 328
bc/cctv/00/cctv_0005_13, 136, 350, 350, 3, 26.228097915649414, 28, 60, 63
bc/cctv/00/cctv_0005_13, 136, 350, 350, 4, 24.1622371673584, 21, 41, 46
