doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/cnn/00/cnn_0069_0,0,12,24,-1,-1,-1,1
bn/cnn/00/cnn_0069_0,1,22,24,-1,-1,-1,2
bn/cnn/00/cnn_0069_0,2,36,41,-1,-1,-1,3
bn/cnn/00/cnn_0069_0,3,45,45,-1,-1,-1,4
bn/cnn/00/cnn_0069_0,4,47,53,-1,-1,-1,5
bn/cnn/00/cnn_0069_0,5,58,71,0,12,24,1
bn/cnn/00/cnn_0069_0,6,85,86,3,45,45,4
bn/cnn/00/cnn_0069_0,7,88,88,5,58,71,1
bn/cnn/00/cnn_0069_0,8,92,92,6,85,86,4
bn/cnn/00/cnn_0069_0,9,103,105,1,22,24,2
bn/cnn/00/cnn_0069_0,10,125,126,8,92,92,4
bn/cnn/00/cnn_0069_0,11,135,137,4,47,53,5
bn/cnn/00/cnn_0069_0,12,139,139,11,135,137,5
bn/cnn/00/cnn_0069_0,13,144,144,2,36,41,3
bn/cnn/00/cnn_0069_0,14,146,146,7,88,88,1
bn/cnn/00/cnn_0069_0,15,161,161,13,144,144,3
bn/cnn/00/cnn_0069_0,16,168,168,14,146,146,1
bn/cnn/00/cnn_0069_0,17,170,171,10,125,126,4
bn/cnn/00/cnn_0069_0,18,184,184,-1,-1,-1,6
bn/cnn/00/cnn_0069_0,19,194,194,17,170,171,4
bn/cnn/00/cnn_0069_0,20,196,196,18,184,184,6
bn/cnn/00/cnn_0069_0,21,199,199,-1,-1,-1,7
bn/cnn/00/cnn_0069_0,22,206,210,12,139,139,5
bn/cnn/00/cnn_0069_0,23,221,221,20,196,196,6
bn/cnn/00/cnn_0069_0,24,225,226,21,199,199,7
bn/cnn/00/cnn_0069_0,25,228,228,23,221,221,6
bn/cnn/00/cnn_0069_0,26,233,233,25,228,228,6
bn/cnn/00/cnn_0069_0,27,239,239,26,233,233,6
bn/cnn/00/cnn_0069_0,28,246,246,27,239,239,6
bn/cnn/00/cnn_0069_0,29,249,253,22,206,210,5
bn/cnn/00/cnn_0069_0,30,262,262,28,246,246,6
bn/cnn/00/cnn_0069_0,31,265,273,9,103,105,2
