doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
nw/wsj/23/wsj_2376_0,0,15,19,-1,-1,-1,1
nw/wsj/23/wsj_2376_0,1,22,22,0,15,19,1
nw/wsj/23/wsj_2376_0,2,32,32,1,22,22,1
nw/wsj/23/wsj_2376_0,3,40,45,-1,-1,-1,2
nw/wsj/23/wsj_2376_0,4,65,65,-1,-1,-1,3
nw/wsj/23/wsj_2376_0,5,65,68,-1,-1,-1,4
nw/wsj/23/wsj_2376_0,6,79,82,-1,-1,-1,5
nw/wsj/23/wsj_2376_0,7,85,85,6,79,82,5
nw/wsj/23/wsj_2376_0,8,110,129,7,85,85,5
nw/wsj/23/wsj_2376_0,9,138,139,2,32,32,1
nw/wsj/23/wsj_2376_0,10,143,143,-1,-1,-1,6
nw/wsj/23/wsj_2376_0,11,147,147,8,110,129,5
nw/wsj/23/wsj_2376_0,12,157,157,9,138,139,1
nw/wsj/23/wsj_2376_0,13,163,163,12,157,157,1
nw/wsj/23/wsj_2376_0,14,178,179,-1,-1,-1,7
nw/wsj/23/wsj_2376_0,15,183,183,14,178,179,7
nw/wsj/23/wsj_2376_0,16,187,187,11,147,147,5
nw/wsj/23/wsj_2376_0,17,197,197,16,187,187,5
nw/wsj/23/wsj_2376_0,18,203,204,-1,-1,-1,8
nw/wsj/23/wsj_2376_0,19,206,206,17,197,197,5
nw/wsj/23/wsj_2376_0,20,213,214,18,203,204,8
nw/wsj/23/wsj_2376_0,21,220,223,19,206,206,5
nw/wsj/23/wsj_2376_0,22,225,225,21,220,223,5
nw/wsj/23/wsj_2376_0,23,256,256,4,65,65,3
nw/wsj/23/wsj_2376_0,24,265,265,22,225,225,5
nw/wsj/23/wsj_2376_0,25,282,287,-1,-1,-1,9
nw/wsj/23/wsj_2376_0,26,308,308,-1,-1,-1,10
nw/wsj/23/wsj_2376_0,27,311,311,26,308,308,10
nw/wsj/23/wsj_2376_0,28,315,316,-1,-1,-1,11
nw/wsj/23/wsj_2376_0,29,318,320,3,40,45,2
nw/wsj/23/wsj_2376_0,30,322,322,23,256,256,3
nw/wsj/23/wsj_2376_0,31,322,326,5,65,68,4
nw/wsj/23/wsj_2376_0,32,328,328,25,282,287,9
nw/wsj/23/wsj_2376_0,33,338,338,31,322,326,4
nw/wsj/23/wsj_2376_0,34,346,346,-1,-1,-1,12
nw/wsj/23/wsj_2376_0,35,347,352,34,346,346,12
nw/wsj/23/wsj_2376_0,36,350,352,-1,-1,-1,13
nw/wsj/23/wsj_2376_0,37,358,360,36,350,352,13
nw/wsj/23/wsj_2376_0,38,362,362,32,328,328,9
nw/wsj/23/wsj_2376_0,39,370,370,38,362,362,9
nw/wsj/23/wsj_2376_0,40,394,395,28,315,316,11
nw/wsj/23/wsj_2376_0,41,405,405,39,370,370,9
nw/wsj/23/wsj_2376_0,42,410,410,33,338,338,4
nw/wsj/23/wsj_2376_0,43,420,420,41,405,405,9
nw/wsj/23/wsj_2376_0,44,429,429,43,420,420,9
nw/wsj/23/wsj_2376_0,45,433,437,-1,-1,-1,14
nw/wsj/23/wsj_2376_0,46,438,438,-1,-1,-1,15
nw/wsj/23/wsj_2376_0,47,445,445,46,438,438,15
nw/wsj/23/wsj_2376_0,48,453,453,44,429,429,9
nw/wsj/23/wsj_2376_0,49,462,462,48,453,453,9
nw/wsj/23/wsj_2376_0,50,465,465,-1,-1,-1,16
nw/wsj/23/wsj_2376_0,51,467,469,50,465,465,16
nw/wsj/23/wsj_2376_0,52,473,480,-1,-1,-1,17
nw/wsj/23/wsj_2376_0,53,484,484,49,462,462,9
nw/wsj/23/wsj_2376_0,54,486,487,52,473,480,17
nw/wsj/23/wsj_2376_0,55,514,516,-1,-1,-1,18
nw/wsj/23/wsj_2376_0,56,517,517,30,322,322,3
nw/wsj/23/wsj_2376_0,57,517,520,42,410,410,4
nw/wsj/23/wsj_2376_0,58,530,539,55,514,516,18
nw/wsj/23/wsj_2376_0,59,542,554,58,530,539,18
nw/wsj/23/wsj_2376_0,60,556,556,59,542,554,18
nw/wsj/23/wsj_2376_0,61,572,572,10,143,143,6
nw/wsj/23/wsj_2376_0,62,576,576,60,556,556,18
nw/wsj/23/wsj_2376_0,63,604,619,-1,-1,-1,19
nw/wsj/23/wsj_2376_0,64,634,634,63,604,619,19
nw/wsj/23/wsj_2376_0,65,637,637,61,572,572,6
nw/wsj/23/wsj_2376_0,66,648,648,-1,-1,-1,20
nw/wsj/23/wsj_2376_0,67,656,658,62,576,576,18
nw/wsj/23/wsj_2376_0,68,681,681,67,656,658,18
nw/wsj/23/wsj_2376_0,69,689,689,68,681,681,18
nw/wsj/23/wsj_2376_0,70,691,692,40,394,395,11
nw/wsj/23/wsj_2376_0,71,702,702,69,689,689,18
nw/wsj/23/wsj_2376_0,72,719,720,-1,-1,-1,21
nw/wsj/23/wsj_2376_0,73,735,735,71,702,702,18
nw/wsj/23/wsj_2376_0,74,737,739,72,719,720,21
nw/wsj/23/wsj_2376_0,75,742,746,45,433,437,14
nw/wsj/23/wsj_2376_0,76,767,767,73,735,735,18
nw/wsj/23/wsj_2376_0,77,772,772,76,767,767,18
nw/wsj/23/wsj_2376_0,78,777,777,77,772,772,18
nw/wsj/23/wsj_2376_0,79,782,787,-1,-1,-1,22
nw/wsj/23/wsj_2376_0,80,790,790,79,782,787,22
nw/wsj/23/wsj_2376_0,81,796,797,70,691,692,11
nw/wsj/23/wsj_2376_0,82,801,804,29,318,320,2
nw/wsj/23/wsj_2376_0,83,806,806,80,790,790,22
nw/wsj/23/wsj_2376_0,84,823,844,83,806,806,22
nw/wsj/23/wsj_2376_0,85,831,836,-1,-1,-1,23
nw/wsj/23/wsj_2376_0,86,846,849,84,823,844,22
nw/wsj/23/wsj_2376_0,87,851,851,-1,-1,-1,24
nw/wsj/23/wsj_2376_0,88,863,863,86,846,849,22
nw/wsj/23/wsj_2376_0,89,879,879,88,863,863,22
nw/wsj/23/wsj_2376_0,90,881,882,81,796,797,11
nw/wsj/23/wsj_2376_0,91,890,890,90,881,882,11
nw/wsj/23/wsj_2376_0,92,898,898,89,879,879,22
nw/wsj/23/wsj_2376_0,93,913,913,65,637,637,6
nw/wsj/23/wsj_2376_0,94,920,921,-1,-1,-1,25
nw/wsj/23/wsj_2376_0,95,924,924,93,913,913,6
nw/wsj/23/wsj_2376_0,96,934,934,95,924,924,6
nw/wsj/23/wsj_2376_0,97,936,937,-1,-1,-1,26
nw/wsj/23/wsj_2376_0,98,955,955,97,936,937,26
nw/wsj/23/wsj_2376_0,99,960,961,94,920,921,25
nw/wsj/23/wsj_2376_0,100,979,979,92,898,898,22
nw/wsj/23/wsj_2376_0,101,999,999,100,979,979,22
nw/wsj/23/wsj_2376_0,102,1004,1004,87,851,851,24
nw/wsj/23/wsj_2376_0,103,1022,1022,101,999,999,22
nw/wsj/23/wsj_2376_0,104,1026,1026,56,517,517,3
nw/wsj/23/wsj_2376_0,105,1039,1039,103,1022,1022,22
nw/wsj/23/wsj_2376_0,106,1047,1047,85,831,836,23
nw/wsj/23/wsj_2376_0,107,1050,1050,104,1026,1026,3
nw/wsj/23/wsj_2376_0,108,1057,1057,105,1039,1039,22
nw/wsj/23/wsj_2376_0,109,1074,1074,106,1047,1047,23
nw/wsj/23/wsj_2376_0,110,1081,1081,-1,-1,-1,27
nw/wsj/23/wsj_2376_0,111,1082,1094,110,1081,1081,27
nw/wsj/23/wsj_2376_0,112,1094,1094,107,1050,1050,3
nw/wsj/23/wsj_2376_0,113,1096,1102,-1,-1,-1,28
nw/wsj/23/wsj_2376_0,114,1105,1105,57,517,520,4
nw/wsj/23/wsj_2376_0,115,1126,1134,113,1096,1102,28
nw/wsj/23/wsj_2376_0,116,1138,1138,115,1126,1134,28
nw/wsj/23/wsj_2376_0,117,1140,1140,114,1105,1105,4
nw/wsj/23/wsj_2376_0,118,1153,1153,116,1138,1138,28
nw/wsj/23/wsj_2376_0,119,1158,1165,-1,-1,-1,29
nw/wsj/23/wsj_2376_0,120,1182,1194,-1,-1,-1,30
nw/wsj/23/wsj_2376_0,121,1204,1204,119,1158,1165,29
nw/wsj/23/wsj_2376_0,122,1211,1212,120,1182,1194,30
nw/wsj/23/wsj_2376_0,123,1220,1220,118,1153,1153,28
nw/wsj/23/wsj_2376_0,124,1252,1252,123,1220,1220,28
nw/wsj/23/wsj_2376_0,125,1289,1292,-1,-1,-1,31
nw/wsj/23/wsj_2376_0,126,1293,1308,125,1289,1292,31
nw/wsj/23/wsj_2376_0,127,1335,1335,126,1293,1308,31
nw/wsj/23/wsj_2376_0,128,1358,1362,-1,-1,-1,32
nw/wsj/23/wsj_2376_0,129,1376,1376,128,1358,1362,32
nw/wsj/23/wsj_2376_0,130,1379,1382,127,1335,1335,31
nw/wsj/23/wsj_2376_0,131,1384,1384,129,1376,1376,32
nw/wsj/23/wsj_2376_0,132,1390,1391,91,890,890,11
nw/wsj/23/wsj_2376_0,133,1413,1416,130,1379,1382,31
nw/wsj/23/wsj_2376_0,134,1427,1427,133,1413,1416,31
nw/wsj/23/wsj_2376_0,135,1440,1440,134,1427,1427,31
nw/wsj/23/wsj_2376_0,136,1452,1452,112,1094,1094,3
nw/wsj/23/wsj_2376_0,137,1452,1457,117,1140,1140,4
nw/wsj/23/wsj_2376_0,138,1492,1492,135,1440,1440,31
nw/wsj/23/wsj_2376_0,139,1496,1496,138,1492,1492,31
nw/wsj/23/wsj_2376_0,140,1499,1501,-1,-1,-1,33
nw/wsj/23/wsj_2376_0,141,1507,1507,140,1499,1501,33
nw/wsj/23/wsj_2376_0,142,1509,1509,137,1452,1457,4
nw/wsj/23/wsj_2376_0,143,1525,1553,141,1507,1507,33
nw/wsj/23/wsj_2376_0,144,1555,1555,143,1525,1553,33
nw/wsj/23/wsj_2376_0,145,1557,1566,-1,-1,-1,34
nw/wsj/23/wsj_2376_0,146,1559,1563,145,1557,1566,34
nw/wsj/23/wsj_2376_0,147,1568,1572,-1,-1,-1,35
nw/wsj/23/wsj_2376_0,148,1585,1585,136,1452,1452,3
nw/wsj/23/wsj_2376_0,149,1596,1596,144,1555,1555,33
nw/wsj/23/wsj_2376_0,150,1625,1625,149,1596,1596,33
nw/wsj/23/wsj_2376_0,151,1636,1640,147,1568,1572,35
nw/wsj/23/wsj_2376_0,152,1646,1649,-1,-1,-1,36
nw/wsj/23/wsj_2376_0,153,1657,1659,150,1625,1625,33
nw/wsj/23/wsj_2376_0,154,1669,1669,66,648,648,20
nw/wsj/23/wsj_2376_0,155,1671,1671,153,1657,1659,33
nw/wsj/23/wsj_2376_0,156,1681,1681,155,1671,1671,33
nw/wsj/23/wsj_2376_0,157,1714,1718,-1,-1,-1,37
nw/wsj/23/wsj_2376_0,158,1725,1725,-1,-1,-1,38
nw/wsj/23/wsj_2376_0,159,1726,1728,82,801,804,2
nw/wsj/23/wsj_2376_0,160,1730,1738,157,1714,1718,37
nw/wsj/23/wsj_2376_0,161,1741,1741,158,1725,1725,38
nw/wsj/23/wsj_2376_0,162,1743,1743,160,1730,1738,37
nw/wsj/23/wsj_2376_0,163,1751,1755,75,742,746,14
nw/wsj/23/wsj_2376_0,164,1767,1771,162,1743,1743,37
nw/wsj/23/wsj_2376_0,165,1782,1785,152,1646,1649,36
nw/wsj/23/wsj_2376_0,166,1788,1788,165,1782,1785,36
nw/wsj/23/wsj_2376_0,167,1790,1790,-1,-1,-1,39
nw/wsj/23/wsj_2376_0,168,1794,1794,166,1788,1788,36
nw/wsj/23/wsj_2376_0,169,1801,1801,164,1767,1771,37
nw/wsj/23/wsj_2376_0,170,1806,1806,167,1790,1790,39
nw/wsj/23/wsj_2376_0,171,1823,1824,20,213,214,8
nw/wsj/23/wsj_2376_0,172,1830,1836,-1,-1,-1,40
nw/wsj/23/wsj_2376_0,173,1860,1877,172,1830,1836,40
nw/wsj/23/wsj_2376_0,174,1871,1877,-1,-1,-1,41
nw/wsj/23/wsj_2376_0,175,1879,1889,174,1871,1877,41
nw/wsj/23/wsj_2376_0,176,1898,1898,99,960,961,25
nw/wsj/23/wsj_2376_0,177,1900,1900,175,1879,1889,41
nw/wsj/23/wsj_2376_0,178,1910,1911,176,1898,1898,25
nw/wsj/23/wsj_2376_0,179,1919,1919,177,1900,1900,41
nw/wsj/23/wsj_2376_0,180,1922,1922,179,1919,1919,41
nw/wsj/23/wsj_2376_0,181,1931,1936,-1,-1,-1,42
nw/wsj/23/wsj_2376_0,182,1940,1942,181,1931,1936,42
nw/wsj/23/wsj_2376_0,183,1953,1953,173,1860,1877,40
