doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/cnn/01/cnn_0149_0,0,1,2,-1,-1,-1,1
bn/cnn/01/cnn_0149_0,1,18,18,0,1,2,1
bn/cnn/01/cnn_0149_0,2,20,29,-1,-1,-1,4
bn/cnn/01/cnn_0149_0,3,25,29,-1,-1,-1,3
bn/cnn/01/cnn_0149_0,4,29,29,-1,-1,-1,2
bn/cnn/01/cnn_0149_0,5,31,31,1,18,18,1
bn/cnn/01/cnn_0149_0,6,36,37,4,29,29,2
bn/cnn/01/cnn_0149_0,7,48,49,3,25,29,3
bn/cnn/01/cnn_0149_0,8,51,53,-1,-1,-1,5
bn/cnn/01/cnn_0149_0,9,56,60,5,31,31,1
bn/cnn/01/cnn_0149_0,10,56,61,2,20,29,4
bn/cnn/01/cnn_0149_0,11,74,74,8,51,53,5
bn/cnn/01/cnn_0149_0,12,80,80,9,56,60,1
bn/cnn/01/cnn_0149_0,13,86,86,12,80,80,1
