doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
mz/sinorama/10/ectb_1059_3,34,62,62,1,58.6174201965332,25,50,51
mz/sinorama/10/ectb_1059_3,41,91,91,1,51.0783805847168,38,71,89
mz/sinorama/10/ectb_1059_3,47,104,104,1,37.908912658691406,41,91,91
mz/sinorama/10/ectb_1059_3,47,104,104,2,30.505958557128906,38,71,89
mz/sinorama/10/ectb_1059_3,48,104,105,1,6.865973472595215,41,91,91
mz/sinorama/10/ectb_1059_3,48,104,105,2,6.020373821258545,38,71,89
mz/sinorama/10/ectb_1059_3,58,120,120,1,9.107675552368164,54,115,115
mz/sinorama/10/ectb_1059_3,79,179,179,1,14.552400588989258,72,165,168
mz/sinorama/10/ectb_1059_3,107,236,236,1,59.33336639404297,101,231,231
mz/sinorama/10/ectb_1059_3,107,236,236,2,3.104320526123047,25,50,51
mz/sinorama/10/ectb_1059_3,109,244,246,1,38.692073822021484,67,140,145
mz/sinorama/10/ectb_1059_3,130,291,295,1,49.440521240234375,109,244,246
mz/sinorama/10/ectb_1059_3,130,291,295,2,37.15302658081055,67,140,145
mz/sinorama/10/ectb_1059_3,141,316,318,1,29.052417755126953,83,188,191
mz/sinorama/10/ectb_1059_3,176,435,438,1,29.979339599609375,83,188,191
mz/sinorama/10/ectb_1059_3,176,435,438,2,28.56839370727539,141,316,318
mz/sinorama/10/ectb_1059_3,178,444,454,1,21.645465850830078,168,415,421
mz/sinorama/10/ectb_1059_3,178,444,454,2,2.0038366317749023,176,435,438
mz/sinorama/10/ectb_1059_3,187,469,469,1,72.25578308105469,181,457,459
