doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
mz/sinorama/10/ectb_1049_1,0,1,6,-1,-1,-1,2
mz/sinorama/10/ectb_1049_1,1,5,6,-1,-1,-1,1
mz/sinorama/10/ectb_1049_1,2,16,27,-1,-1,-1,3
mz/sinorama/10/ectb_1049_1,3,25,27,1,5,6,1
mz/sinorama/10/ectb_1049_1,4,31,31,2,16,27,3
mz/sinorama/10/ectb_1049_1,5,50,50,4,31,31,3
mz/sinorama/10/ectb_1049_1,6,79,80,-1,-1,-1,4
mz/sinorama/10/ectb_1049_1,7,119,119,6,79,80,4
mz/sinorama/10/ectb_1049_1,8,129,136,3,25,27,1
mz/sinorama/10/ectb_1049_1,9,157,157,8,129,136,1
mz/sinorama/10/ectb_1049_1,10,162,163,5,50,50,3
mz/sinorama/10/ectb_1049_1,11,165,167,9,157,157,1
mz/sinorama/10/ectb_1049_1,12,177,177,-1,-1,-1,5
mz/sinorama/10/ectb_1049_1,13,190,190,12,177,177,5
mz/sinorama/10/ectb_1049_1,14,192,193,-1,-1,-1,6
mz/sinorama/10/ectb_1049_1,15,198,198,-1,-1,-1,7
mz/sinorama/10/ectb_1049_1,16,200,210,11,165,167,1
mz/sinorama/10/ectb_1049_1,17,209,210,15,198,198,7
mz/sinorama/10/ectb_1049_1,18,213,213,14,192,193,6
mz/sinorama/10/ectb_1049_1,19,257,258,-1,-1,-1,8
mz/sinorama/10/ectb_1049_1,20,260,260,19,257,258,8
mz/sinorama/10/ectb_1049_1,21,265,267,16,200,210,1
mz/sinorama/10/ectb_1049_1,22,277,284,-1,-1,-1,9
mz/sinorama/10/ectb_1049_1,23,292,292,22,277,284,9
mz/sinorama/10/ectb_1049_1,24,305,305,17,209,210,7
mz/sinorama/10/ectb_1049_1,25,309,309,13,190,190,5
mz/sinorama/10/ectb_1049_1,26,313,315,21,265,267,1
mz/sinorama/10/ectb_1049_1,27,334,336,26,313,315,1
mz/sinorama/10/ectb_1049_1,28,346,350,27,334,336,1
mz/sinorama/10/ectb_1049_1,29,346,352,0,1,6,2
mz/sinorama/10/ectb_1049_1,30,387,389,28,346,350,1
mz/sinorama/10/ectb_1049_1,31,395,395,25,309,309,5
mz/sinorama/10/ectb_1049_1,32,412,414,-1,-1,-1,10
mz/sinorama/10/ectb_1049_1,33,453,455,32,412,414,10
mz/sinorama/10/ectb_1049_1,34,457,459,30,387,389,1
mz/sinorama/10/ectb_1049_1,35,471,471,34,457,459,1
