doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
bn/voa/00/voa_0049_0,0,25,28,-1,-1,-1,1
bn/voa/00/voa_0049_0,1,30,43,-1,-1,-1,4
bn/voa/00/voa_0049_0,2,36,36,-1,-1,-1,2
bn/voa/00/voa_0049_0,3,36,41,-1,-1,-1,3
bn/voa/00/voa_0049_0,4,52,54,0,25,28,1
bn/voa/00/voa_0049_0,5,52,56,-1,-1,-1,5
bn/voa/00/voa_0049_0,6,56,56,2,36,36,2
bn/voa/00/voa_0049_0,7,58,58,1,30,43,4
bn/voa/00/voa_0049_0,8,60,73,-1,-1,-1,7
bn/voa/00/voa_0049_0,9,65,67,-1,-1,-1,6
bn/voa/00/voa_0049_0,10,72,72,6,56,56,2
bn/voa/00/voa_0049_0,11,75,75,8,60,73,7
bn/voa/00/voa_0049_0,12,85,85,10,72,72,2
bn/voa/00/voa_0049_0,13,87,88,4,52,54,1
bn/voa/00/voa_0049_0,14,90,92,12,85,85,2
bn/voa/00/voa_0049_0,15,103,103,14,90,92,2
bn/voa/00/voa_0049_0,16,105,105,-1,-1,-1,8
bn/voa/00/voa_0049_0,17,121,124,3,36,41,3
bn/voa/00/voa_0049_0,18,121,127,-1,-1,-1,9
bn/voa/00/voa_0049_0,19,126,127,9,65,67,6
bn/voa/00/voa_0049_0,20,132,133,16,105,105,8
bn/voa/00/voa_0049_0,21,135,135,-1,-1,-1,10
bn/voa/00/voa_0049_0,22,137,137,21,135,135,10
bn/voa/00/voa_0049_0,23,150,152,13,87,88,1
bn/voa/00/voa_0049_0,24,161,161,15,103,103,2
bn/voa/00/voa_0049_0,25,175,176,23,150,152,1
bn/voa/00/voa_0049_0,26,180,180,24,161,161,2
bn/voa/00/voa_0049_0,27,183,196,-1,-1,-1,11
bn/voa/00/voa_0049_0,28,192,192,27,183,196,11
bn/voa/00/voa_0049_0,29,198,199,28,192,192,11
bn/voa/00/voa_0049_0,30,205,205,26,180,180,2
bn/voa/00/voa_0049_0,31,230,232,30,205,205,2
bn/voa/00/voa_0049_0,32,237,237,-1,-1,-1,12
bn/voa/00/voa_0049_0,33,249,250,25,175,176,1
bn/voa/00/voa_0049_0,34,256,256,31,230,232,2
bn/voa/00/voa_0049_0,35,258,258,32,237,237,12
bn/voa/00/voa_0049_0,36,279,280,33,249,250,1
bn/voa/00/voa_0049_0,37,279,282,5,52,56,5
bn/voa/00/voa_0049_0,38,282,282,34,256,256,2
bn/voa/00/voa_0049_0,39,296,296,38,282,282,2
bn/voa/00/voa_0049_0,40,309,309,39,296,296,2
bn/voa/00/voa_0049_0,41,326,326,40,309,309,2
bn/voa/00/voa_0049_0,42,343,344,19,126,127,6
bn/voa/00/voa_0049_0,43,343,349,18,121,127,9
bn/voa/00/voa_0049_0,44,346,349,17,121,124,3
bn/voa/00/voa_0049_0,45,356,357,36,279,280,1
bn/voa/00/voa_0049_0,46,356,359,37,279,282,5
bn/voa/00/voa_0049_0,47,359,359,41,326,326,2
bn/voa/00/voa_0049_0,48,379,380,42,343,344,6
bn/voa/00/voa_0049_0,49,384,385,45,356,357,1
bn/voa/00/voa_0049_0,50,384,387,46,356,359,5
bn/voa/00/voa_0049_0,51,387,387,47,359,359,2
