doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
nw/wsj/23/wsj_2356_0,0,1,8,-1,-1,-1,1
nw/wsj/23/wsj_2356_0,1,9,11,-1,-1,-1,2
nw/wsj/23/wsj_2356_0,2,12,16,-1,-1,-1,3
nw/wsj/23/wsj_2356_0,3,12,19,-1,-1,-1,4
nw/wsj/23/wsj_2356_0,4,12,24,-1,-1,-1,5
nw/wsj/23/wsj_2356_0,5,35,41,2,12,16,3
nw/wsj/23/wsj_2356_0,6,44,48,4,12,24,5
nw/wsj/23/wsj_2356_0,7,56,56,6,44,48,5
nw/wsj/23/wsj_2356_0,8,62,63,0,1,8,1
nw/wsj/23/wsj_2356_0,9,68,68,7,56,56,5
nw/wsj/23/wsj_2356_0,10,78,106,3,12,19,4
nw/wsj/23/wsj_2356_0,11,95,99,-1,-1,-1,6
nw/wsj/23/wsj_2356_0,12,104,105,8,62,63,1
nw/wsj/23/wsj_2356_0,13,112,113,12,104,105,1
nw/wsj/23/wsj_2356_0,14,118,130,1,9,11,2
nw/wsj/23/wsj_2356_0,15,134,137,13,112,113,1
nw/wsj/23/wsj_2356_0,16,144,146,5,35,41,3
nw/wsj/23/wsj_2356_0,17,148,160,11,95,99,6
nw/wsj/23/wsj_2356_0,18,157,159,16,144,146,3
nw/wsj/23/wsj_2356_0,19,166,166,17,148,160,6
nw/wsj/23/wsj_2356_0,20,177,179,-1,-1,-1,7
nw/wsj/23/wsj_2356_0,21,193,194,20,177,179,7
nw/wsj/23/wsj_2356_0,22,250,250,-1,-1,-1,8
nw/wsj/23/wsj_2356_0,23,287,287,22,250,250,8
nw/wsj/23/wsj_2356_0,24,291,291,23,287,287,8
nw/wsj/23/wsj_2356_0,25,304,305,24,291,291,8
nw/wsj/23/wsj_2356_0,26,329,331,-1,-1,-1,9
nw/wsj/23/wsj_2356_0,27,333,333,-1,-1,-1,10
nw/wsj/23/wsj_2356_0,28,346,346,27,333,333,10
nw/wsj/23/wsj_2356_0,29,349,352,26,329,331,9
nw/wsj/23/wsj_2356_0,30,384,387,-1,-1,-1,11
nw/wsj/23/wsj_2356_0,31,453,455,29,349,352,9
nw/wsj/23/wsj_2356_0,32,454,454,25,304,305,8
nw/wsj/23/wsj_2356_0,33,467,470,-1,-1,-1,12
nw/wsj/23/wsj_2356_0,34,489,493,-1,-1,-1,13
nw/wsj/23/wsj_2356_0,35,495,496,34,489,493,13
nw/wsj/23/wsj_2356_0,36,502,505,33,467,470,12
nw/wsj/23/wsj_2356_0,37,523,526,-1,-1,-1,14
nw/wsj/23/wsj_2356_0,38,523,529,-1,-1,-1,15
nw/wsj/23/wsj_2356_0,39,532,536,30,384,387,11
nw/wsj/23/wsj_2356_0,40,551,551,39,532,536,11
nw/wsj/23/wsj_2356_0,41,555,575,38,523,529,15
nw/wsj/23/wsj_2356_0,42,573,574,37,523,526,14
nw/wsj/23/wsj_2356_0,43,580,580,32,454,454,8
nw/wsj/23/wsj_2356_0,44,594,598,-1,-1,-1,17
nw/wsj/23/wsj_2356_0,45,597,597,-1,-1,-1,16
nw/wsj/23/wsj_2356_0,46,599,599,-1,-1,-1,18
nw/wsj/23/wsj_2356_0,47,603,604,45,597,597,16
nw/wsj/23/wsj_2356_0,48,622,622,44,594,598,17
nw/wsj/23/wsj_2356_0,49,627,628,46,599,599,18
nw/wsj/23/wsj_2356_0,50,692,693,-1,-1,-1,19
nw/wsj/23/wsj_2356_0,51,705,706,50,692,693,19
nw/wsj/23/wsj_2356_0,52,799,801,-1,-1,-1,20
nw/wsj/23/wsj_2356_0,53,799,805,-1,-1,-1,21
nw/wsj/23/wsj_2356_0,54,813,817,-1,-1,-1,22
nw/wsj/23/wsj_2356_0,55,824,824,53,799,805,21
nw/wsj/23/wsj_2356_0,56,826,826,55,824,824,21
nw/wsj/23/wsj_2356_0,57,830,832,52,799,801,20
nw/wsj/23/wsj_2356_0,58,838,840,54,813,817,22
nw/wsj/23/wsj_2356_0,59,895,897,-1,-1,-1,23
nw/wsj/23/wsj_2356_0,60,908,908,59,895,897,23
nw/wsj/23/wsj_2356_0,61,934,935,-1,-1,-1,24
nw/wsj/23/wsj_2356_0,62,968,969,61,934,935,24
