doc_key,anaphor_idx,anaphor_start,anaphor_end,antecedent_idx,antecedent_start,antecedent_end,cluster_id
mz/sinorama/10/ectb_1059_3,0,4,5,-1,-1,-1,1
mz/sinorama/10/ectb_1059_3,1,50,51,-1,-1,-1,2
mz/sinorama/10/ectb_1059_3,2,62,62,1,50,51,2
mz/sinorama/10/ectb_1059_3,3,71,89,-1,-1,-1,3
mz/sinorama/10/ectb_1059_3,4,91,91,3,71,89,3
mz/sinorama/10/ectb_1059_3,5,104,104,4,91,91,3
mz/sinorama/10/ectb_1059_3,6,108,110,-1,-1,-1,4
mz/sinorama/10/ectb_1059_3,7,120,120,6,108,110,4
mz/sinorama/10/ectb_1059_3,8,140,145,-1,-1,-1,5
mz/sinorama/10/ectb_1059_3,9,189,189,-1,-1,-1,6
mz/sinorama/10/ectb_1059_3,10,219,222,0,4,5,1
mz/sinorama/10/ectb_1059_3,11,231,231,-1,-1,-1,7
mz/sinorama/10/ectb_1059_3,12,236,236,11,231,231,7
mz/sinorama/10/ectb_1059_3,13,244,246,8,140,145,5
mz/sinorama/10/ectb_1059_3,14,291,295,13,244,246,5
mz/sinorama/10/ectb_1059_3,15,316,318,9,189,189,6
mz/sinorama/10/ectb_1059_3,16,330,335,-1,-1,-1,8
mz/sinorama/10/ectb_1059_3,17,387,392,16,330,335,8
mz/sinorama/10/ectb_1059_3,18,415,421,-1,-1,-1,9
mz/sinorama/10/ectb_1059_3,19,435,438,15,316,318,6
mz/sinorama/10/ectb_1059_3,20,444,452,18,415,421,9
mz/sinorama/10/ectb_1059_3,21,457,459,-1,-1,-1,10
mz/sinorama/10/ectb_1059_3,22,469,469,21,457,459,10
